steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
71,1,70.0,71,70.0,70.0,70.0
105,2,103.0,34,33.0,103.0,70.0
186,3,183.0,81,80.0,183.0,80.0
233,4,229.0,47,46.0,229.0,80.0
268,5,263.0,35,34.0,263.0,80.0
321,6,315.0,53,52.0,315.0,80.0
381,7,374.0,60,59.0,374.0,80.0
455,8,447.0,74,73.0,447.0,80.0
537,9,528.0,82,81.0,528.0,81.0
653,10,643.0,116,115.0,643.0,115.0
831,12,819.0,130,129.0,819.0,129.0
1005,14,991.0,63,62.0,991.0,129.0
1218,17,1201.0,74,73.0,1201.0,129.0
1446,20,1426.0,45,44.0,1426.0,129.0
1822,25,1797.0,173,172.0,1797.0,172.0
2359,30,2329.0,235,234.0,2329.0,234.0
4222,40,4182.0,160,159.0,4182.0,234.0
5266,50,5216.0,56,55.0,5216.0,234.0
6413,60,6353.0,141,140.0,6353.0,234.0
7814,70,7744.0,139,138.0,7744.0,234.0
9252,80,9172.0,149,148.0,9172.0,234.0
10613,90,10523.0,127,126.0,10523.0,234.0
11989,100,11889.0,147,146.0,11889.0,234.0
14241,120,14121.0,103,102.0,14121.0,234.0
15821,140,15681.0,70,69.0,15681.0,234.0
19214,170,19044.0,32,31.0,19044.0,242.0
22938,200,22738.0,171,170.0,22738.0,242.0
36448,250,36199.0,468,467.0,36199.0,1001.0
51646,300,51352.0,30,29.0,51352.0,1001.0
105657,400,105271.0,440,439.0,105271.0,1001.0
128422,500,127936.0,204,203.0,127936.0,1001.0
148243,600,147657.0,164,163.0,147657.0,1001.0
156467,700,155781.0,43,42.0,155781.0,1001.0
171481,800,170695.0,70,69.0,170695.0,1001.0
181950,900,181064.0,257,256.0,181064.0,1001.0
206193,1000,205207.0,312,311.0,205207.0,1001.0
