steps,episode,total_return,episode_len,episode_return,total_regret
1,1,0.2,1,0.2,0.8
2,2,0.5,1,0.30000000000000004,1.5
3,3,1.1,1,0.6000000000000001,1.9
4,4,1.9000000000000001,1,0.8,2.0999999999999996
5,5,1.9000000000000001,1,0.0,3.0999999999999996
6,6,2.4000000000000004,1,0.5,3.5999999999999996
7,7,3.1000000000000005,1,0.7000000000000001,3.8999999999999995
8,8,3.2000000000000006,1,0.1,4.8
9,9,3.6000000000000005,1,0.4,5.3999999999999995
10,10,4.6000000000000005,1,1.0,5.3999999999999995
12,12,6.200000000000001,1,0.9,5.799999999999999
14,14,7.400000000000001,1,1.0,6.599999999999999
17,17,9.100000000000001,1,0.8,7.8999999999999995
20,20,10.400000000000002,1,0.5,9.6
25,25,13.500000000000002,1,0.9,11.5
30,30,16.0,1,0.8,14.0
40,40,20.100000000000005,1,0.1,19.899999999999995
50,50,24.800000000000004,1,0.0,25.199999999999996
60,60,28.400000000000006,1,0.2,31.599999999999994
70,70,34.6,1,0.8,35.4
80,80,38.2,1,0.30000000000000004,41.8
90,90,43.0,1,0.30000000000000004,47.0
100,100,47.00000000000001,1,0.30000000000000004,52.99999999999999
120,120,60.70000000000001,1,0.4,59.29999999999999
140,140,74.60000000000002,1,0.1,65.4
170,170,95.80000000000004,1,0.5,74.19999999999999
200,200,116.50000000000006,1,0.30000000000000004,83.49999999999997
250,250,149.00000000000009,1,0.30000000000000004,100.99999999999996
300,300,181.10000000000014,1,0.8,118.89999999999993
400,400,245.30000000000018,1,0.7000000000000001,154.69999999999987
500,500,310.8,1,0.1,189.19999999999982
600,600,378.9999999999998,1,0.6000000000000001,220.9999999999997
700,700,449.09999999999957,1,0.6000000000000001,250.89999999999958
800,800,519.7999999999993,1,0.4,280.19999999999976
900,900,590.9999999999989,1,0.30000000000000004,308.99999999999994
1000,1000,663.2999999999985,1,0.30000000000000004,336.70000000000016
1200,1200,808.3999999999977,1,1.0,391.60000000000065
1400,1400,954.9999999999969,1,0.6000000000000001,445.00000000000114
1700,1700,1180.4999999999984,1,1.0,519.5000000000019
2000,2000,1410.9000000000017,1,0.9,589.1000000000035
2500,2500,1801.8000000000075,1,1.0,698.2000000000065
3000,3000,2197.000000000016,1,0.7000000000000001,803.0000000000092
4000,4000,3016.500000000038,1,0.8,983.5000000000148
5000,5000,3842.5000000000628,1,1.0,1157.5000000000082
6000,6000,4718.100000000027,1,0.9,1281.8999999999926
7000,7000,5564.499999999975,1,0.9,1435.4999999999798
8000,8000,6446.499999999921,1,1.0,1553.4999999999661
9000,9000,7341.499999999869,1,1.0,1658.4999999999532
10000,10000,8224.099999999824,1,0.9,1775.8999999999426
