steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
65,1,64.0,65,64.0,64.0,64.0
101,2,99.0,36,35.0,99.0,64.0
174,3,171.0,73,72.0,171.0,72.0
220,4,216.0,46,45.0,216.0,72.0
294,5,289.0,74,73.0,289.0,73.0
340,6,334.0,46,45.0,334.0,73.0
403,7,396.0,63,62.0,396.0,73.0
475,8,467.0,72,71.0,467.0,73.0
532,9,523.0,57,56.0,523.0,73.0
586,10,576.0,54,53.0,576.0,73.0
681,12,669.0,49,48.0,669.0,73.0
777,14,763.0,44,43.0,763.0,73.0
928,17,911.0,49,48.0,911.0,73.0
1089,20,1069.0,42,41.0,1069.0,73.0
1587,25,1562.0,136,135.0,1562.0,164.0
1905,30,1875.0,51,50.0,1875.0,164.0
2499,40,2459.0,40,39.0,2459.0,164.0
3470,50,3420.0,135,134.0,3420.0,164.0
4766,60,4706.0,125,124.0,4706.0,164.0
5967,70,5897.0,131,130.0,5897.0,164.0
7309,80,7229.0,131,130.0,7229.0,164.0
8701,90,8611.0,141,140.0,8611.0,164.0
10123,100,10023.0,142,141.0,10023.0,164.0
13026,120,12906.0,157,156.0,12906.0,164.0
15980,140,15840.0,148,147.0,15840.0,164.0
18103,170,17933.0,36,35.0,17933.0,164.0
22602,200,22402.0,194,193.0,22402.0,361.0
28111,250,27861.0,52,51.0,27861.0,361.0
33627,300,33327.0,79,78.0,33327.0,361.0
53672,400,53273.0,266,265.0,53273.0,1001.0
105418,500,104935.0,452,451.0,104935.0,1001.0
141777,600,141194.0,314,313.0,141194.0,1001.0
160906,700,160223.0,222,221.0,160223.0,1001.0
171157,800,170374.0,88,87.0,170374.0,1001.0
188549,900,187666.0,188,187.0,187666.0,1001.0
202915,1000,201932.0,30,29.0,201932.0,1001.0
