steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
72,1,0.07100000000000005,72,0.07100000000000005,71.0,71.0
110,2,0.10800000000000008,38,0.037000000000000026,108.0,71.0
210,3,0.20700000000000016,100,0.09900000000000007,207.0,99.0
299,4,0.2950000000000002,89,0.08800000000000006,295.0,99.0
356,5,0.35100000000000026,57,0.05600000000000004,351.0,99.0
398,6,0.3920000000000003,42,0.04100000000000003,392.0,99.0
454,7,0.44700000000000034,56,0.05500000000000004,447.0,99.0
527,8,0.5190000000000003,73,0.07200000000000005,519.0,99.0
586,9,0.5770000000000004,59,0.058000000000000045,577.0,99.0
662,10,0.6520000000000005,76,0.07500000000000005,652.0,99.0
841,12,0.8290000000000006,86,0.08500000000000006,829.0,99.0
1146,14,1.1319999999999861,216,0.21500000000000016,1132.0,215.0
1973,17,1.9559999999998954,162,0.16100000000000012,1956.0,445.0
2169,20,2.1489999999998743,65,0.06400000000000004,2149.0,445.0
2623,25,2.597999999999825,128,0.12700000000000009,2598.0,445.0
3080,30,3.049999999999775,142,0.1410000000000001,3050.0,445.0
4345,40,4.304999999999772,127,0.12600000000000008,4305.0,445.0
5600,50,5.550000000000188,108,0.10700000000000008,5550.0,445.0
6784,60,6.72400000000058,131,0.1300000000000001,6724.0,445.0
7791,70,7.721000000000913,126,0.12500000000000008,7721.0,445.0
8919,80,8.83900000000054,133,0.1320000000000001,8839.0,445.0
10222,90,10.131999999999824,133,0.1320000000000001,10132.0,445.0
11457,100,11.356999999999145,136,0.1350000000000001,11357.0,445.0
13839,120,13.718999999997836,104,0.10300000000000008,13719.0,445.0
16257,140,16.116999999996715,157,0.1560000000000001,16117.0,445.0
20598,170,20.428000000001983,172,0.17100000000000012,20428.0,445.0
26347,200,26.147000000008973,183,0.18200000000000013,26147.0,445.0
32868,250,32.61800000001468,46,0.04500000000000003,32618.0,445.0
38487,300,38.1870000000017,122,0.1210000000000001,38187.0,445.0
52106,400,51.705999999970196,165,0.16400000000000012,51706.0,613.0
66401,500,65.90099999995061,188,0.18700000000000014,65901.0,950.0
85633,600,85.03400000004197,402,0.4010000000000003,85034.0,1001.0
109976,700,109.27700000015773,137,0.1360000000000001,109277.0,1001.0
138681,800,137.8820000002943,412,0.4110000000000003,137882.0,1001.0
157842,900,156.94300000038533,916,0.9150000000000007,156943.0,1001.0
182739,1000,181.74000000050373,148,0.1470000000000001,181740.0,1001.0
