steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
42,1,-0.004285714285714287,42,-0.004285714285714287,1,0
84,2,-0.009047619047619047,42,-0.004761904761904762,2,0
126,3,-0.014285714285714297,42,-0.005238095238095238,3,0
168,4,-0.02095238095238098,42,-0.0066666666666666645,4,0
210,5,-0.026666666666666707,42,-0.005714285714285713,5,0
252,6,-0.03166666666666672,42,-0.005,6,0
294,7,0.516108651977619,42,0.5477753186442857,7,0
336,8,0.5108705567395233,42,-0.005238095238095238,8,0
378,9,0.5058705567395229,42,-0.005,9,0
420,10,0.5013467472157129,42,-0.0045238095238095246,10,0
504,12,0.490394366263331,42,-0.005238095238095238,12,0
588,14,0.4792038900728538,42,-0.005714285714285713,14,0
714,17,0.1032947116429076,42,0.38979141906846404,17,0
840,20,0.17818525279408504,42,-0.25667130481971395,20,0
1050,25,0.7888787639226014,42,-0.004285714285714287,25,0
1260,30,1.248211882207764,42,-0.005,30,0
1680,40,4.275836898662628,42,0.560085280877474,40,0
2100,50,-0.4453343978346813,42,-1.4681842226627104,50,0
2520,60,0.8346732177149941,42,-0.005714285714285713,60,0
2940,70,4.078843682088096,42,0.5482919673131739,70,0
3360,80,3.684684326453302,42,-0.5770947617017239,80,0
3780,90,1.9908555402277686,42,-0.006428571428571427,90,0
4200,100,0.6445201910312692,42,-0.7937726638652152,100,0
5040,120,4.05333812836199,42,-0.0045238095238095246,119,0
5880,140,-0.46479817491400316,42,-0.5214278574606034,139,0
7140,170,-6.658084900555306,42,-0.004047619047619049,169,0
8400,200,-7.333988546525063,42,0.0889411956403383,199,0
10500,250,-11.183973797755526,42,-0.004285714285714287,249,0
12600,300,-11.441354750137341,42,-0.005714285714285713,299,0
16800,400,-14.464991461229292,42,-0.005,398,0
21000,500,-17.60239102832616,42,-0.006190476190476189,495,0
25200,600,-16.311305926096246,42,-0.005,593,0
29400,700,-16.03564708283729,42,-1.8443719218184649,692,0
33600,800,-17.34838827460988,42,-0.005476190476190476,791,0
37800,900,-3.9508584482805085,42,-1.7247675484839364,891,0
42000,1000,-12.051617689600592,42,1.02061421061432,990,0
50400,1200,-12.486560416368203,42,-2.0696636991259956,1186,0
58800,1400,-19.698654905325725,42,-0.005952380952380951,1377,0
71400,1700,-31.08502807106879,42,-0.004761904761904762,1671,0
84000,2000,-32.88523960405973,42,-0.004761904761904762,1970,0
105000,2500,-26.70112913884807,42,-0.47328808636746644,2464,0
126000,3000,-27.68417257524499,42,-0.0035714285714285726,2952,0
168000,4000,-35.35858184887737,42,-0.004047619047619049,3943,0
210000,5000,-47.01388066230215,42,-0.006190476190476189,4922,0
252000,6000,-19.532157637406563,42,-1.054319799961637,5907,0
294000,7000,23.013756609301463,42,-0.005238095238095238,6898,0
336000,8000,21.273677660638587,42,0.9917867108977038,7886,0
378000,9000,58.784006125458475,42,1.9473184092252216,8875,0
420000,10000,71.38309340297496,42,-0.005714285714285713,9852,0
