steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
26,1,-0.004615384615384616,26,-0.004615384615384616,1,0
52,2,-0.009230769230769228,26,-0.004615384615384616,2,0
78,3,-0.013461538461538455,26,-0.0042307692307692315,3,0
104,4,-0.018076923076923077,26,-0.004615384615384616,4,0
130,5,-0.02153846153846155,26,-0.003461538461538462,5,0
156,6,-0.026153846153846184,26,-0.004615384615384616,6,0
182,7,-0.029615384615384658,26,-0.003461538461538462,7,0
208,8,1.2664635525441739,26,1.2960789371595585,8,0
234,9,1.2626173986980196,26,-0.003846153846153847,9,0
260,10,1.2606943217749425,26,-0.0019230769230769232,10,0
312,12,1.252232783313403,26,-0.0042307692307692315,12,0
364,14,1.2410789371595556,26,-0.005384615384615384,14,0
442,17,1.2092471735678096,26,-0.003461538461538462,17,0
520,20,-0.3967055778832367,26,-1.5982604437587373,19,0
650,25,1.7285894587157538,26,-0.10678860029050283,24,0
780,30,-0.3531041135075742,26,-0.3018812534128373,29,0
1040,40,1.740693407470713,26,0.5847049654387126,39,0
1300,50,0.9404772434194575,26,-0.48495025341905595,49,0
1560,60,1.6286630953645251,26,-1.2744682121676272,59,0
1820,70,-1.7630122022965884,26,-0.873627165958063,69,0
2080,80,0.888487672184434,26,-0.004615384615384616,79,0
2340,90,1.5234344767535133,26,-0.005384615384615384,89,0
2600,100,1.334534135217408,26,-0.004615384615384616,99,0
3120,120,-1.4770270037178295,26,-0.005769230769230769,118,0
3640,140,-1.5708731575639938,26,-0.005769230769230769,138,0
4420,170,-1.7262577729486266,26,-0.0042307692307692315,167,0
5200,200,-1.865103926794796,26,-0.0030769230769230774,196,0
6500,250,-0.9721645463560626,26,-0.003461538461538462,245,0
7800,300,-3.514751450918362,26,-0.005,294,0
10400,400,-0.8980540382980899,26,1.1781554620723567,391,0
13000,500,-19.07789930696807,26,-0.005384615384615384,489,0
15600,600,-19.016210703826673,26,-0.003846153846153847,587,0
18200,700,-19.92463679992231,26,-0.004615384615384616,681,0
20800,800,-18.981304206279688,26,-0.005384615384615384,778,0
23400,900,-19.482073437048108,26,-0.004615384615384616,875,0
26000,1000,-26.126751913209546,26,-0.005,971,0
31200,1200,-27.33722272568429,26,-0.006153846153846153,1164,0
36400,1400,-26.273302557406716,26,-0.005384615384615384,1361,0
44200,1700,-12.168930429842698,26,-0.503974386027221,1650,0
52000,2000,-14.191893081734944,26,0.71780444210556,1944,0
65000,2500,-3.2775437944452084,26,-0.25338060873798285,2436,0
78000,3000,-2.301220077280479,26,-0.13622835679062606,2920,0
104000,4000,-11.499625322304967,26,1.1788319773316338,3905,0
130000,5000,-8.11634679275772,26,-0.003846153846153847,4873,0
156000,6000,9.126957492328678,26,2.1612238700165505,5844,0
182000,7000,-2.2663896044974905,26,-0.004615384615384616,6825,0
208000,8000,3.4964159731029074,26,-0.8247199257905345,7795,0
234000,9000,-4.794381159387619,26,-0.005384615384615384,8780,0
260000,10000,-10.734988992625613,26,-0.0042307692307692315,9763,0
