steps,episode,total_return,episode_len,episode_return,raw_return,total_upright,best_episode
135,1,-9.199999999999983,135,-9.199999999999983,-9.199999999999983,0.0,0.0
421,2,-19.80000000000001,286,-10.599999999999978,-19.80000000000001,0.0,0.0
1154,3,-35.600000000000236,733,-15.79999999999996,-35.600000000000236,0.0,0.0
1646,4,-43.70000000000035,492,-8.099999999999987,-43.70000000000035,0.0,0.0
2114,5,-51.90000000000047,468,-8.199999999999987,-51.90000000000047,0.0,0.0
2446,6,-63.40000000000063,332,-11.499999999999975,-63.40000000000063,0.0,0.0
3103,7,-64.10000000000028,657,-0.6999999999999905,-64.10000000000028,10.0,0.0
3443,8,-77.99999999999949,340,-13.899999999999967,-77.99999999999949,10.0,0.0
3552,9,-88.89999999999887,109,-10.899999999999977,-88.89999999999887,10.0,0.0
3677,10,-100.89999999999819,125,-11.999999999999973,-100.89999999999819,10.0,0.0
3986,12,-129.59999999999656,158,-15.099999999999962,-129.59999999999656,10.0,0.0
4271,14,-157.59999999999496,144,-13.999999999999966,-157.59999999999496,10.0,0.0
4857,17,-211.09999999999192,367,-33.400000000000205,-211.09999999999192,10.0,0.0
5731,20,-274.8999999999931,501,-44.700000000000365,-274.8999999999931,20.0,0.0
6211,25,-310.5000000000012,93,-8.299999999999986,-310.5000000000012,20.0,0.0
6743,30,-350.0000000000102,107,-8.999999999999984,-350.0000000000102,20.0,0.0
8870,40,-502.10000000004476,162,-6.199999999999994,-502.10000000004476,20.0,0.0
12733,50,-614.2000000001066,505,9.099999999999845,-614.2000000001066,180.0,66.09999999999977
18750,60,-779.0000000002009,384,-21.600000000000037,-779.0000000002009,430.0,66.09999999999977
24605,70,-649.7000000002822,349,17.89999999999996,-649.7000000002822,917.0,139.90000000000018
29469,80,-785.1000000003642,1001,-56.6000000000005,-785.1000000003642,1142.0,139.90000000000018
34759,90,-754.9000000004373,402,-3.8999999999999857,-754.9000000004373,1494.0,139.90000000000018
42334,100,-714.9000000005492,1001,-38.80000000000036,-714.9000000005492,2026.0,155.20000000000115
57735,120,1141.2999999992971,1001,507.8999999999987,1141.2999999992971,4939.0,507.8999999999987
73822,140,4810.89999999804,398,8.499999999999861,4810.89999999804,9671.0,792.3999999999951
99848,170,8561.499999991627,1001,743.6999999999965,8561.499999991627,15184.0,792.3999999999951
120425,200,7981.999999986947,1001,-68.60000000000038,7981.999999986947,15891.0,792.3999999999951
145430,250,6961.799999981453,1001,23.99999999999963,6961.799999981453,16381.0,792.3999999999951
174110,300,5854.999999975604,430,-15.69999999999996,5854.999999975604,16882.0,792.3999999999951
234675,400,4013.7999999648205,722,-48.80000000000042,4013.7999999648205,18294.0,792.3999999999951
292317,500,2167.9999999672823,421,-21.20000000000016,2167.9999999672823,19155.0,792.3999999999951
339422,600,529.4999999687825,266,4.200000000000022,529.4999999687825,20502.0,792.3999999999951
391845,700,-486.20000003157344,449,-10.399999999999979,-486.20000003157344,22149.0,792.3999999999951
452708,800,-2521.3000000299307,1001,-36.40000000000025,-2521.3000000299307,22946.0,792.3999999999951
507850,900,-3837.100000028435,150,-11.699999999999974,-3837.100000028435,23275.0,792.3999999999951
555649,1000,-6045.400000038231,161,-8.199999999999987,-6045.400000038231,24155.0,792.3999999999951
