steps,episode,total_return,episode_len,episode_return,total_regret
20,1,-8.0,20,-8.0,2.0
40,2,-4.0,20,4.0,4.0
60,3,0.0,20,4.0,6.0
80,4,0.0,20,0.0,8.0
100,5,-2.0,20,-2.0,10.0
120,6,-10.0,20,-8.0,10.0
140,7,-8.0,20,2.0,10.0
160,8,-16.0,20,-8.0,10.0
180,9,-24.0,20,-8.0,10.0
200,10,-14.0,20,10.0,10.0
240,12,-6.0,20,4.0,12.0
280,14,-8.0,20,-2.0,12.0
340,17,-10.0,20,-6.0,12.0
400,20,-8.0,20,8.0,16.0
500,25,4.0,20,4.0,24.0
600,30,26.0,20,6.0,30.0
800,40,28.0,20,-8.0,42.0
1000,50,24.0,20,2.0,54.0
1200,60,16.0,20,-4.0,66.0
1400,70,-12.0,20,0.0,74.0
1600,80,-22.0,20,-2.0,84.0
1800,90,-32.0,20,0.0,96.0
2000,100,-34.0,20,4.0,106.0
2400,120,-26.0,20,8.0,128.0
2800,140,-36.0,20,-2.0,144.0
3400,170,-60.0,20,-4.0,190.0
4000,200,-80.0,20,2.0,224.0
5000,250,-128.0,20,-4.0,286.0
6000,300,-118.0,20,0.0,340.0
8000,400,-98.0,20,-6.0,444.0
10000,500,-88.0,20,2.0,564.0
12000,600,-40.0,20,-4.0,676.0
14000,700,-20.0,20,2.0,770.0
16000,800,-12.0,20,-8.0,870.0
18000,900,-14.0,20,0.0,962.0
20000,1000,-8.0,20,6.0,1056.0
24000,1200,-44.0,20,-2.0,1272.0
28000,1400,-54.0,20,-2.0,1470.0
34000,1700,82.0,20,6.0,1724.0
40000,2000,72.0,20,-4.0,2050.0
50000,2500,34.0,20,0.0,2590.0
60000,3000,144.0,20,8.0,3110.0
80000,4000,178.0,20,2.0,3972.0
100000,5000,298.0,20,-6.0,4840.0
120000,6000,776.0,20,4.0,5704.0
140000,7000,930.0,20,-10.0,6504.0
160000,8000,1204.0,20,0.0,7408.0
180000,9000,1410.0,20,2.0,8274.0
200000,10000,1574.0,20,-10.0,9156.0
