steps,episode,total_return,episode_len,episode_return,total_regret
12,1,2.0,12,2.0,0.0
24,2,2.0,12,0.0,0.0
36,3,2.0,12,0.0,0.0
48,4,-2.0,12,-4.0,2.0
60,5,-8.0,12,-6.0,4.0
72,6,-2.0,12,6.0,4.0
84,7,0.0,12,2.0,6.0
96,8,4.0,12,4.0,6.0
108,9,8.0,12,4.0,6.0
120,10,6.0,12,-2.0,8.0
144,12,12.0,12,2.0,10.0
168,14,10.0,12,-2.0,12.0
204,17,10.0,12,6.0,14.0
240,20,12.0,12,4.0,16.0
300,25,2.0,12,0.0,22.0
360,30,0.0,12,2.0,32.0
480,40,0.0,12,-2.0,42.0
600,50,-4.0,12,2.0,52.0
720,60,-2.0,12,8.0,64.0
840,70,2.0,12,-10.0,74.0
960,80,0.0,12,-4.0,88.0
1080,90,-8.0,12,2.0,98.0
1200,100,-12.0,12,6.0,108.0
1440,120,-22.0,12,2.0,124.0
1680,140,-34.0,12,4.0,150.0
2040,170,-28.0,12,-2.0,176.0
2400,200,-42.0,12,4.0,200.0
3000,250,-10.0,12,0.0,244.0
3600,300,-14.0,12,-2.0,278.0
4800,400,10.0,12,2.0,364.0
6000,500,80.0,12,0.0,450.0
7200,600,122.0,12,4.0,520.0
8400,700,100.0,12,4.0,612.0
9600,800,90.0,12,2.0,682.0
10800,900,86.0,12,-2.0,770.0
12000,1000,78.0,12,2.0,864.0
14400,1200,182.0,12,-6.0,998.0
16800,1400,206.0,12,2.0,1148.0
20400,1700,218.0,12,2.0,1358.0
24000,2000,402.0,12,-2.0,1528.0
30000,2500,578.0,12,-2.0,1806.0
36000,3000,870.0,12,0.0,2034.0
48000,4000,1550.0,12,2.0,2444.0
60000,5000,2058.0,12,4.0,2930.0
72000,6000,2562.0,12,4.0,3420.0
84000,7000,3002.0,12,8.0,3844.0
96000,8000,3660.0,12,0.0,4256.0
108000,9000,4464.0,12,2.0,4668.0
120000,10000,5020.0,12,-2.0,5060.0
