steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
61,1,1.8000000000000014,61,1.8000000000000014,60.0,60.0
97,2,2.849999999999996,36,1.0500000000000007,95.0,60.0
172,3,5.069999999999998,75,2.22,169.0,74.0
317,4,9.389999999999992,145,4.319999999999991,313.0,144.0
365,5,10.799999999999962,48,1.410000000000001,360.0,144.0
404,6,11.939999999999937,39,1.1400000000000008,398.0,144.0
652,7,19.349999999999977,248,7.410000000000017,645.0,247.0
786,8,23.340000000000128,134,3.9899999999999887,778.0,247.0
829,9,24.600000000000176,43,1.260000000000001,820.0,247.0
876,10,25.980000000000228,47,1.380000000000001,866.0,247.0
962,12,28.500000000000323,46,1.350000000000001,950.0,247.0
1077,14,31.89000000000045,57,1.6800000000000013,1063.0,247.0
1243,17,36.78000000000063,54,1.5900000000000012,1226.0,247.0
1492,20,44.16000000000091,129,3.8399999999999896,1472.0,247.0
1916,25,56.73000000000139,40,1.1700000000000008,1891.0,247.0
2321,30,68.73000000000184,101,2.999999999999995,2291.0,247.0
3424,40,101.52000000000308,130,3.8699999999999894,3384.0,247.0
4527,50,134.31000000000432,128,3.80999999999999,4477.0,247.0
5791,60,171.93000000000575,125,3.7199999999999904,5731.0,247.0
7002,70,207.9600000000071,129,3.8399999999999896,6932.0,247.0
8265,80,245.55000000000854,128,3.80999999999999,8185.0,247.0
9566,90,284.2799999999832,138,4.10999999999999,9476.0,247.0
10928,100,324.8399999999463,139,4.13999999999999,10828.0,247.0
13666,120,406.37999999987215,97,2.879999999999996,13546.0,247.0
15498,140,460.7399999998227,78,2.3099999999999996,15358.0,247.0
19395,170,576.7499999997173,120,3.5699999999999914,19225.0,247.0
23761,200,706.829999999599,166,4.949999999999997,23561.0,247.0
30910,250,919.7999999994053,153,4.559999999999993,30660.0,247.0
38473,300,1145.1899999992004,143,4.259999999999991,38173.0,247.0
57460,400,1711.829999998685,249,7.440000000000017,57061.0,1001.0
99398,500,2967.360000004511,534,15.989999999999851,98912.0,1001.0
142710,600,4263.720000010615,254,7.5900000000000185,142124.0,1001.0
163636,700,4888.500000005311,220,6.57000000000001,162950.0,1001.0
184004,800,5496.54000000015,198,5.910000000000005,183218.0,1001.0
203242,900,6070.679999995276,177,5.279999999999999,202356.0,1001.0
219280,1000,6548.819999991218,164,4.889999999999996,218294.0,1001.0
