steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
73,1,74.44808997612172,73,74.44808997612172,72.0,72.0
108,2,106.20209199725399,35,31.754002021132262,106.0,72.0
189,3,186.58411772858196,81,80.38202573132797,186.0,80.0
241,4,237.09867131920373,52,50.51455359062178,237.0,80.0
331,5,329.8262754217542,90,92.72760410255047,326.0,89.0
371,6,370.01414319441244,40,40.1878677726583,365.0,89.0
467,7,465.0336959975789,96,95.01955280316649,460.0,95.0
618,8,615.2189318917665,151,150.1852358941875,610.0,150.0
701,9,694.3063269169743,83,79.08739502520795,692.0,150.0
764,10,756.2767062663681,63,61.97037934939378,754.0,150.0
914,12,908.6585078968823,104,107.48807109081541,902.0,150.0
1067,14,1055.4575821891156,70,68.30915011865302,1053.0,150.0
1269,17,1262.4362324462593,133,136.8030795545674,1252.0,150.0
1498,20,1490.5287745003122,139,137.19815564878766,1478.0,150.0
1837,25,1821.4957597480343,51,50.3841249504768,1812.0,150.0
2096,30,2077.3168449002146,42,40.3654892441402,2066.0,150.0
2734,40,2717.2783998749555,45,43.839901517652244,2694.0,150.0
3685,50,3652.8777384958184,128,132.0980031989457,3635.0,150.0
4623,60,4572.024532700329,72,73.61281957990185,4563.0,150.0
5702,70,5647.140270160018,67,65.35736167622395,5632.0,150.0
6994,80,6947.5000048217835,132,130.3992284942851,6914.0,150.0
8285,90,8239.481123997924,138,139.46348443812013,8195.0,150.0
9324,100,9263.822334520752,102,97.73383201700078,9224.0,150.0
11811,120,11744.571266233954,137,131.5073142684862,11691.0,150.0
13871,140,13801.28042399052,59,60.039021260786264,13731.0,150.0
16502,170,16399.678367691668,132,136.5837337279645,16332.0,150.0
20905,200,20801.913283077676,135,130.8012700620098,20705.0,272.0
26037,250,25866.0991231413,42,40.52752029646522,25787.0,272.0
31459,300,31258.48641946828,160,160.38862884510857,31159.0,272.0
48058,400,47792.21848443615,192,184.10166851497235,47658.0,272.0
87009,500,86668.12237820252,527,527.7981039012577,86526.0,1001.0
130681,600,130251.52573063989,279,278.61609582009703,130098.0,1001.0
147527,700,147003.77428690705,129,126.77033985396879,146844.0,1001.0
157342,800,156696.81909875365,142,137.73741489295972,156559.0,1001.0
168623,900,167882.31833055022,226,216.72156967409896,167740.0,1001.0
197162,1000,196360.3558726302,293,288.50098035284844,196183.0,1001.0
