steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
70,1,2070.0,70,2070.0,69.0,69.0
108,2,3180.0,38,1110.0,106.0,69.0
197,3,5820.0,89,2640.0,194.0,88.0
244,4,7200.0,47,1380.0,240.0,88.0
301,5,8880.0,57,1680.0,296.0,88.0
354,6,10440.0,53,1560.0,348.0,88.0
399,7,11760.0,45,1320.0,392.0,88.0
451,8,13290.0,52,1530.0,443.0,88.0
506,9,14910.0,55,1620.0,497.0,88.0
604,10,17820.0,98,2910.0,594.0,97.0
708,12,20880.0,47,1380.0,696.0,97.0
815,14,24030.0,38,1110.0,801.0,97.0
1015,17,29940.0,80,2370.0,998.0,97.0
1164,20,34320.0,50,1470.0,1144.0,97.0
1490,25,43950.0,57,1680.0,1465.0,103.0
1811,30,53430.0,77,2280.0,1781.0,108.0
2430,40,71700.0,57,1680.0,2390.0,108.0
3252,50,96060.0,41,1200.0,3202.0,169.0
3731,60,110130.0,35,1020.0,3671.0,169.0
4285,70,126450.0,73,2160.0,4215.0,169.0
4690,80,138300.0,35,1020.0,4610.0,169.0
5178,90,152640.0,46,1350.0,5088.0,169.0
5782,100,170460.0,42,1230.0,5682.0,169.0
6807,120,200610.0,38,1110.0,6687.0,169.0
8728,140,257640.0,106,3150.0,8588.0,279.0
11509,170,340170.0,141,4200.0,11339.0,279.0
15549,200,460470.0,141,4200.0,15349.0,279.0
38091,250,1135590.0,998,29910.0,37853.0,1001.0
57195,300,1707270.0,30,870.0,56909.0,1001.0
69131,400,2062500.0,33,960.0,68750.0,1001.0
103178,500,3081030.0,381,11400.0,102701.0,1001.0
134101,600,4005720.0,423,12660.0,133524.0,1001.0
166825,700,4984440.0,219,6540.0,166148.0,1001.0
196134,800,5860710.0,172,5130.0,195357.0,1001.0
243051,900,7265700.0,1001,30030.0,242190.0,1001.0
291066,1000,8703840.0,1001,30030.0,290128.0,1001.0
