steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
73,1,62.30882980888067,73,62.30882980888067,72.0,72.0
108,2,96.71443075737879,35,34.40560094849813,106.0,72.0
208,3,203.55158518570497,100,106.8371544283261,205.0,99.0
257,4,250.17680699798538,49,46.62522181228043,253.0,99.0
332,5,330.36941580133526,75,80.19260880334993,327.0,99.0
433,6,436.3667922975095,101,105.99737649617407,427.0,100.0
491,7,489.185986851995,58,52.81919455448551,484.0,100.0
540,8,534.2748793355582,49,45.0888924835634,532.0,100.0
599,9,583.2016066514584,59,48.92672731589996,590.0,100.0
653,10,615.5476452475239,54,32.34603859606515,643.0,100.0
751,12,702.3924056522745,51,43.81622812915563,739.0,100.0
869,14,823.5311825685902,63,62.89284629332283,855.0,100.0
1199,17,1209.4901462000175,133,158.49838239571733,1182.0,139.0
1440,20,1446.4754818150936,59,53.42073029186049,1420.0,139.0
1694,25,1694.9020400191068,57,47.81330191811951,1669.0,139.0
1948,30,1935.915955979265,47,37.35061400386375,1918.0,139.0
2478,40,2442.1284124235663,56,53.18615387685785,2438.0,139.0
3035,50,2979.398702444583,67,63.42331393749703,2985.0,139.0
3698,60,3614.0271232513574,53,56.28564095627372,3638.0,139.0
4412,70,4316.841240697997,62,60.70969480791418,4342.0,139.0
5267,80,5134.627536648402,129,141.25924345335818,5187.0,139.0
6263,90,6132.106059650363,127,119.02219684645848,6173.0,139.0
7142,100,6975.896261087026,127,136.65247797859132,7042.0,139.0
9323,120,9018.070420313876,124,114.11281762075625,9203.0,139.0
11746,140,11435.83913558715,129,125.43281263932909,11606.0,139.0
15619,170,15326.106696858513,130,154.57688907859816,15449.0,139.0
18759,200,18479.291628351766,133,128.20595827137677,18559.0,139.0
24951,250,24545.551351330003,130,129.32906075692074,24701.0,139.0
29745,300,29311.055845068648,52,51.736701686348674,29445.0,139.0
40028,400,39581.39926557889,32,20.27275536410636,39628.0,218.0
47832,500,47265.65061438786,179,185.93214863470752,47332.0,218.0
65202,600,64584.29494419959,160,147.13430235303235,64602.0,852.0
79855,700,79154.8181177825,191,188.812709914166,79157.0,1001.0
114959,800,113950.0016070341,279,295.97669747838677,114176.0,1001.0
159533,900,158446.31173009422,209,195.0783191613527,158666.0,1001.0
180893,1000,179487.8801616642,219,236.7913738093266,179926.0,1001.0
