steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
76,1,75000.0,76,75000.0,75.0,75.0
111,2,109000.0,35,34000.0,109.0,75.0
196,3,193000.0,85,84000.0,193.0,84.0
255,4,251000.0,59,58000.0,251.0,84.0
315,5,310000.0,60,59000.0,310.0,84.0
359,6,353000.0,44,43000.0,353.0,84.0
501,7,494000.0,142,141000.0,494.0,141.0
574,8,566000.0,73,72000.0,566.0,141.0
652,9,643000.0,78,77000.0,643.0,141.0
702,10,692000.0,50,49000.0,692.0,141.0
817,12,805000.0,52,51000.0,805.0,141.0
939,14,925000.0,78,77000.0,925.0,141.0
1122,17,1105000.0,35,34000.0,1105.0,141.0
1360,20,1340000.0,86,85000.0,1340.0,141.0
1625,25,1600000.0,53,52000.0,1600.0,141.0
1995,30,1965000.0,40,39000.0,1965.0,155.0
2515,40,2475000.0,37,36000.0,2475.0,155.0
2988,50,2938000.0,38,37000.0,2938.0,155.0
3556,60,3496000.0,58,57000.0,3496.0,155.0
4029,70,3959000.0,62,61000.0,3959.0,155.0
4622,80,4542000.0,52,51000.0,4542.0,155.0
5139,90,5049000.0,37,36000.0,5049.0,155.0
5704,100,5604000.0,44,43000.0,5604.0,155.0
6634,120,6514000.0,30,29000.0,6514.0,155.0
7665,140,7525000.0,28,27000.0,7525.0,155.0
9309,170,9139000.0,88,87000.0,9139.0,155.0
10877,200,10677000.0,125,124000.0,10677.0,155.0
13235,250,12985000.0,35,34000.0,12985.0,155.0
15656,300,15356000.0,38,37000.0,15356.0,155.0
21188,400,20788000.0,54,53000.0,20788.0,211.0
26546,500,26046000.0,31,30000.0,26046.0,211.0
30726,600,30126000.0,31,30000.0,30126.0,211.0
35599,700,34899000.0,59,58000.0,34899.0,211.0
41018,800,40218000.0,33,32000.0,40218.0,211.0
45783,900,44883000.0,38,37000.0,44883.0,211.0
50797,1000,49797000.0,31,30000.0,49797.0,211.0
