steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
76,1,80.46168582232752,76,80.46168582232752,75.0,75.0
113,2,114.30128869961861,37,33.839602877291085,111.0,75.0
184,3,183.9017538907326,71,69.60046519111398,181.0,75.0
227,4,226.62167876030554,43,42.719924869573,223.0,75.0
283,5,280.159102280978,56,53.53742352067249,278.0,75.0
463,6,461.70193102213716,180,181.54282874115933,457.0,179.0
538,7,537.6929074218767,75,75.99097639973927,531.0,179.0
592,8,590.6043498385626,54,52.91144241668618,584.0,179.0
681,9,676.5528782093613,89,85.94852837079888,672.0,179.0
800,10,796.8961716136173,119,120.34329340425582,790.0,179.0
908,12,902.0287087339447,40,37.67929002616669,896.0,179.0
1001,14,993.5866844810837,47,46.3199059947368,987.0,179.0
1124,17,1112.925580441127,40,41.12529348499589,1107.0,179.0
1272,20,1254.3536098874245,47,44.64676980106671,1252.0,179.0
1543,25,1515.3559382663843,62,58.104177073312435,1518.0,179.0
1799,30,1767.4434927797267,47,50.689999480179594,1769.0,179.0
2269,40,2224.6564422712813,42,36.66783482654835,2229.0,179.0
2764,50,2704.8708036578855,57,57.83479770192087,2714.0,179.0
3522,60,3457.1050761930737,51,48.58912700881504,3462.0,179.0
4537,70,4480.548728806463,133,137.2457788128961,4467.0,179.0
5678,80,5610.970797007216,106,104.71903528226062,5598.0,179.0
7006,90,6922.411144710676,120,120.25734042399803,6916.0,179.0
8144,100,8060.349230628635,102,101.79070879407018,8044.0,179.0
10829,120,10739.906571930134,135,136.31476117210374,10709.0,179.0
13815,140,13717.314265329334,148,147.05139396742206,13675.0,179.0
18033,170,17919.857006761406,132,126.83568843139193,17863.0,179.0
22060,200,21948.72021550042,132,132.74892125697195,21860.0,179.0
28914,250,28723.234743554287,132,132.30857987839354,28664.0,179.0
34181,300,33949.254620183034,56,53.220297075967856,33881.0,187.0
47593,400,47283.346683595075,340,337.91911871959644,47193.0,787.0
71262,500,70910.81506996643,1001,1008.9951629259087,70765.0,1001.0
110422,600,109990.93775759566,43,44.57049994158984,109834.0,1001.0
131764,700,131232.62994648982,223,214.61662038317365,131077.0,1001.0
143032,800,142312.3778247162,138,142.5835097904299,142245.0,1001.0
167722,900,166905.71105340272,227,223.44231038345578,166835.0,1001.0
187333,1000,186495.77190325462,189,189.19716083969652,186346.0,1001.0
