steps,episode,total_return,episode_len,episode_return,total_regret
1,1,0.0,1,0.0,1.0
2,2,0.8,1,0.8,1.2
3,3,1.0,1,0.2,2.0
4,4,1.3,1,0.30000000000000004,2.7
5,5,2.3,1,1.0,2.7
6,6,2.8,1,0.5,3.2
7,7,3.6999999999999997,1,0.9,3.3000000000000003
8,8,4.1,1,0.4,3.9000000000000004
9,9,4.8,1,0.7000000000000001,4.2
10,10,5.4,1,0.6000000000000001,4.6
12,12,6.4,1,0.1,5.6
14,14,7.0,1,0.6000000000000001,7.0
17,17,8.3,1,0.30000000000000004,8.7
20,20,10.100000000000001,1,0.5,9.899999999999999
25,25,12.8,1,0.1,12.2
30,30,14.3,1,0.30000000000000004,15.7
40,40,19.099999999999998,1,0.4,20.900000000000002
50,50,24.3,1,1.0,25.7
60,60,29.4,1,0.0,30.6
70,70,34.0,1,0.30000000000000004,36.00000000000001
80,80,39.49999999999999,1,0.8,40.500000000000014
90,90,44.099999999999994,1,0.8,45.90000000000001
100,100,48.199999999999996,1,0.8,51.80000000000001
120,120,61.29999999999999,1,0.4,58.70000000000002
140,140,75.7,1,0.4,64.30000000000001
170,170,94.0,1,0.30000000000000004,76.00000000000001
200,200,114.40000000000002,1,1.0,85.6
250,250,146.40000000000003,1,1.0,103.6
300,300,178.30000000000007,1,0.8,121.69999999999999
400,400,240.90000000000018,1,0.7000000000000001,159.09999999999988
500,500,306.4000000000001,1,0.4,193.59999999999982
600,600,372.70000000000005,1,0.6000000000000001,227.29999999999976
700,700,442.09999999999985,1,0.6000000000000001,257.89999999999964
800,800,511.0999999999996,1,0.4,288.89999999999986
900,900,582.5999999999991,1,0.30000000000000004,317.40000000000003
1000,1000,654.2999999999987,1,0.30000000000000004,345.7000000000003
1200,1200,799.6999999999977,1,1.0,400.30000000000086
1400,1400,948.4999999999966,1,0.6000000000000001,451.5000000000015
1700,1700,1172.8999999999987,1,1.0,527.1000000000025
2000,2000,1404.8000000000025,1,0.9,595.2000000000043
2500,2500,1796.8000000000084,1,1.0,703.2000000000071
3000,3000,2193.8000000000166,1,0.8,806.2000000000098
4000,4000,3013.3000000000407,1,1.0,986.7000000000158
5000,5000,3844.7000000000644,1,0.8,1155.3000000000063
6000,6000,4708.600000000033,1,0.9,1291.3999999999926
7000,7000,5584.19999999998,1,1.0,1415.7999999999793
8000,8000,6454.99999999993,1,1.0,1544.9999999999668
9000,9000,7346.1999999998825,1,1.0,1653.799999999955
10000,10000,8214.699999999833,1,0.2,1785.2999999999424
