steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
74,1,73.0,74,73.0,73.0,73.0
109,2,107.0,35,34.0,107.0,73.0
189,3,186.0,80,79.0,186.0,79.0
242,4,238.0,53,52.0,238.0,79.0
343,5,338.0,101,100.0,338.0,100.0
402,6,396.0,59,58.0,396.0,100.0
465,7,458.0,63,62.0,458.0,100.0
520,8,512.0,55,54.0,512.0,100.0
570,9,561.0,50,49.0,561.0,100.0
633,10,623.0,63,62.0,623.0,100.0
771,12,759.0,79,78.0,759.0,100.0
847,14,833.0,40,39.0,833.0,100.0
1018,17,1001.0,56,55.0,1001.0,100.0
1351,20,1331.0,75,74.0,1331.0,129.0
1748,25,1723.0,131,130.0,1723.0,130.0
1960,30,1930.0,38,37.0,1930.0,130.0
2638,40,2598.0,56,55.0,2598.0,132.0
3663,50,3613.0,93,92.0,3613.0,142.0
4839,60,4779.0,108,107.0,4779.0,142.0
5973,70,5903.0,116,115.0,5903.0,142.0
7215,80,7135.0,128,127.0,7135.0,142.0
8394,90,8304.0,130,129.0,8304.0,142.0
9443,100,9343.0,123,122.0,9343.0,142.0
11742,120,11622.0,131,130.0,11622.0,142.0
14028,140,13888.0,65,64.0,13888.0,142.0
17799,170,17629.0,128,127.0,17629.0,142.0
20865,200,20665.0,125,124.0,20665.0,142.0
25420,250,25170.0,45,44.0,25170.0,142.0
30044,300,29744.0,62,61.0,29744.0,142.0
43675,400,43275.0,133,132.0,43275.0,244.0
58520,500,58020.0,163,162.0,58020.0,271.0
73829,600,73229.0,147,146.0,73229.0,271.0
88353,700,87653.0,132,131.0,87653.0,271.0
104237,800,103437.0,259,258.0,103437.0,484.0
118374,900,117474.0,133,132.0,117474.0,484.0
136039,1000,135039.0,141,140.0,135039.0,484.0
