steps,episode,total_return,episode_len,episode_return,total_regret
20,1,-2.0,20,-2.0,2.0
40,2,-4.0,20,-2.0,2.0
60,3,-4.0,20,0.0,2.0
80,4,-4.0,20,0.0,2.0
100,5,-4.0,20,0.0,4.0
120,6,-2.0,20,2.0,4.0
140,7,-6.0,20,-4.0,6.0
160,8,2.0,20,8.0,6.0
180,9,10.0,20,8.0,6.0
200,10,2.0,20,-8.0,6.0
240,12,-2.0,20,-2.0,10.0
280,14,-8.0,20,-2.0,14.0
340,17,4.0,20,2.0,18.0
400,20,0.0,20,-4.0,20.0
500,25,-6.0,20,0.0,22.0
600,30,-6.0,20,-2.0,24.0
800,40,-14.0,20,0.0,34.0
1000,50,-16.0,20,-4.0,42.0
1200,60,-12.0,20,-4.0,54.0
1400,70,-18.0,20,6.0,60.0
1600,80,-2.0,20,2.0,62.0
1800,90,24.0,20,0.0,78.0
2000,100,28.0,20,-2.0,84.0
2400,120,46.0,20,4.0,98.0
2800,140,34.0,20,8.0,120.0
3400,170,44.0,20,-4.0,154.0
4000,200,38.0,20,-6.0,180.0
5000,250,54.0,20,6.0,222.0
6000,300,88.0,20,-8.0,286.0
8000,400,126.0,20,4.0,366.0
10000,500,82.0,20,2.0,470.0
12000,600,66.0,20,4.0,582.0
14000,700,132.0,20,8.0,686.0
16000,800,98.0,20,0.0,778.0
18000,900,126.0,20,-4.0,902.0
20000,1000,-16.0,20,0.0,1012.0
24000,1200,-54.0,20,4.0,1206.0
28000,1400,26.0,20,0.0,1402.0
34000,1700,-16.0,20,-4.0,1698.0
40000,2000,112.0,20,4.0,2006.0
50000,2500,190.0,20,-6.0,2484.0
60000,3000,210.0,20,2.0,2992.0
80000,4000,216.0,20,-8.0,3964.0
100000,5000,186.0,20,6.0,4942.0
120000,6000,408.0,20,-2.0,5912.0
140000,7000,210.0,20,2.0,6928.0
160000,8000,392.0,20,-4.0,7840.0
180000,9000,488.0,20,-4.0,8724.0
200000,10000,742.0,20,-10.0,9644.0
