steps,episode,total_return,episode_len,episode_return,raw_return,total_upright,best_episode
131,1,-8.999999999999984,131,-8.999999999999984,-8.999999999999984,0.0,0.0
395,2,-18.29999999999999,264,-9.299999999999983,-18.29999999999999,0.0,0.0
1396,3,-31.300000000000697,1001,-12.999999999999995,-31.300000000000697,47.0,0.0
2120,4,-91.99999999999953,724,-60.7000000000006,-91.99999999999953,50.0,0.0
2255,5,-101.49999999999899,135,-9.499999999999982,-101.49999999999899,50.0,0.0
2349,6,-109.79999999999852,94,-8.299999999999986,-109.79999999999852,50.0,0.0
2485,7,-117.99999999999805,136,-8.199999999999987,-117.99999999999805,50.0,0.0
2962,8,-125.99999999999659,477,-7.999999999999957,-125.99999999999659,68.0,0.0
3091,9,-137.19999999999595,129,-11.199999999999976,-137.19999999999595,68.0,0.0
3227,10,-147.59999999999536,136,-10.399999999999979,-147.59999999999536,68.0,0.0
3583,12,-168.79999999999416,191,-12.499999999999972,-168.79999999999416,68.0,0.0
3867,14,-184.79999999999325,159,-7.699999999999989,-184.79999999999325,68.0,0.0
4252,17,-213.09999999999164,126,-7.499999999999989,-213.09999999999164,68.0,0.0
4615,20,-237.89999999999023,119,-7.699999999999989,-237.89999999999023,68.0,0.0
5543,25,-296.29999999999836,113,-6.8999999999999915,-296.29999999999836,68.0,0.0
6504,30,-337.0000000000142,115,-6.499999999999993,-337.0000000000142,97.0,3.7000000000000335
9545,40,-486.40000000005614,130,-8.699999999999985,-486.40000000005614,132.0,3.7000000000000335
14897,50,-623.8000000001335,142,-12.79999999999997,-623.8000000001335,335.0,110.8000000000002
20043,60,-739.1000000002057,1001,117.40000000000018,-739.1000000002057,537.0,117.40000000000018
27107,70,-753.5000000003249,1001,-16.40000000000039,-753.5000000003249,1047.0,126.8000000000003
36619,80,-855.5000000004704,1001,4.899999999999645,-855.5000000004704,1585.0,126.8000000000003
44069,90,-802.500000000585,188,-11.999999999999973,-802.500000000585,2142.0,126.8000000000003
50104,100,-804.500000000668,447,-36.900000000000254,-804.500000000668,2505.0,126.8000000000003
61998,120,-1133.9000000004244,1001,25.499999999999893,-1133.9000000004244,2935.0,126.8000000000003
77441,140,-1102.7999999995623,316,-18.39999999999999,-1102.7999999995623,3914.0,126.8000000000003
101859,170,-437.1999999996435,238,3.2000000000000295,-437.1999999996435,6176.0,126.8000000000003
123393,200,-793.8999999999663,657,-36.60000000000025,-793.8999999999663,7239.0,127.70000000000206
153157,250,-1893.8999999991568,973,-33.70000000000021,-1893.8999999991568,7833.0,127.70000000000206
184548,300,-3186.7999999977847,289,-9.199999999999983,-3186.7999999977847,8049.0,127.70000000000206
230600,400,-4593.999999998743,517,-5.699999999999996,-4593.999999998743,8078.0,127.70000000000206
281480,500,-5257.700000001158,374,-22.900000000000055,-5257.700000001158,8078.0,127.70000000000206
335002,600,-7422.900000012265,359,-19.400000000000006,-7422.900000012265,8966.0,127.70000000000206
384196,700,-8917.200000018316,213,-10.19999999999998,-8917.200000018316,9135.0,127.70000000000206
434304,800,-9712.000000021233,161,-6.999999999999991,-9712.000000021233,9142.0,127.70000000000206
487290,900,-11021.70000002678,847,-61.3000000000006,-11021.70000002678,9357.0,127.70000000000206
526834,1000,-12714.40000003699,743,-63.90000000000064,-12714.40000003699,10471.0,127.70000000000206
