steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
63,1,62.0,63,62.0,62.0,62.0
98,2,96.0,35,34.0,96.0,62.0
160,3,157.0,62,61.0,157.0,62.0
202,4,198.0,42,41.0,198.0,62.0
237,5,232.0,35,34.0,232.0,62.0
275,6,269.0,38,37.0,269.0,62.0
319,7,312.0,44,43.0,312.0,62.0
364,8,356.0,45,44.0,356.0,62.0
409,9,400.0,45,44.0,400.0,62.0
463,10,453.0,54,53.0,453.0,62.0
615,12,603.0,50,49.0,603.0,101.0
818,14,804.0,72,71.0,804.0,130.0
1041,17,1024.0,142,141.0,1024.0,141.0
1252,20,1232.0,37,36.0,1232.0,141.0
1734,25,1709.0,127,126.0,1709.0,141.0
1997,30,1967.0,47,46.0,1967.0,141.0
2725,40,2685.0,122,121.0,2685.0,141.0
3241,50,3191.0,43,42.0,3191.0,141.0
3903,60,3843.0,79,78.0,3843.0,141.0
4464,70,4394.0,53,52.0,4394.0,141.0
5026,80,4946.0,58,57.0,4946.0,141.0
5667,90,5577.0,97,96.0,5577.0,141.0
6363,100,6263.0,67,66.0,6263.0,141.0
8409,120,8289.0,132,131.0,8289.0,141.0
11120,140,10980.0,138,137.0,10980.0,142.0
15628,170,15458.0,150,149.0,15458.0,164.0
19929,200,19729.0,146,145.0,19729.0,164.0
27026,250,26776.0,146,145.0,26776.0,164.0
34298,300,33998.0,133,132.0,33998.0,164.0
53330,400,52932.0,293,292.0,52932.0,1001.0
101938,500,101443.0,373,372.0,101443.0,1001.0
138186,600,137591.0,327,326.0,137591.0,1001.0
166735,700,166040.0,202,201.0,166040.0,1001.0
176258,800,175463.0,30,29.0,175463.0,1001.0
181622,900,180727.0,144,143.0,180727.0,1001.0
190610,1000,189615.0,96,95.0,189615.0,1001.0
