steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
67,1,0.06600000000000004,67,0.06600000000000004,66.0,66.0
99,2,0.09700000000000007,32,0.03100000000000002,97.0,66.0
181,3,0.17800000000000013,82,0.08100000000000006,178.0,81.0
261,4,0.2570000000000002,80,0.07900000000000006,257.0,81.0
300,5,0.2950000000000002,39,0.03800000000000003,295.0,81.0
355,6,0.34900000000000025,55,0.05400000000000004,349.0,81.0
413,7,0.4060000000000003,58,0.057000000000000044,406.0,81.0
482,8,0.47400000000000037,69,0.06800000000000005,474.0,81.0
597,9,0.5880000000000004,115,0.11400000000000009,588.0,114.0
680,10,0.6700000000000005,83,0.08200000000000006,670.0,114.0
807,12,0.7950000000000006,66,0.06500000000000004,795.0,114.0
981,14,0.9670000000000007,97,0.09600000000000007,967.0,114.0
1163,17,1.1459999999999846,99,0.09800000000000007,1146.0,114.0
1414,20,1.3939999999999573,59,0.058000000000000045,1394.0,142.0
2021,25,1.995999999999891,115,0.11400000000000009,1996.0,142.0
2494,30,2.4639999999998397,97,0.09600000000000007,2464.0,142.0
3747,40,3.7069999999997028,133,0.1320000000000001,3707.0,156.0
5309,50,5.259000000000091,171,0.17000000000000012,5259.0,261.0
6772,60,6.712000000000576,146,0.1450000000000001,6712.0,261.0
8335,70,8.265000000000859,160,0.1590000000000001,8265.0,314.0
10048,80,9.967999999999915,171,0.17000000000000012,9968.0,314.0
11548,90,11.457999999999089,135,0.1340000000000001,11458.0,314.0
12951,100,12.850999999998317,161,0.16000000000000011,12851.0,314.0
15552,120,15.431999999996886,38,0.037000000000000026,15432.0,314.0
17785,140,17.644999999998582,98,0.09700000000000007,17645.0,314.0
22189,170,22.019000000003928,152,0.1510000000000001,22019.0,314.0
27705,200,27.505000000010632,134,0.1330000000000001,27505.0,384.0
36910,250,36.66000000000526,174,0.17300000000000013,36660.0,384.0
45312,300,45.0119999999858,136,0.1350000000000001,45012.0,384.0
75053,400,74.65399999999241,74,0.07300000000000005,74654.0,1001.0
105840,500,105.34700000013896,264,0.2630000000000002,105347.0,1001.0
147509,600,146.92100000033747,258,0.2570000000000002,146921.0,1001.0
171705,700,171.02000000045254,488,0.4870000000000004,171020.0,1001.0
225197,800,224.4350000007076,401,0.4000000000000003,224435.0,1001.0
265384,900,264.5320000006565,268,0.2670000000000002,264532.0,1001.0
297556,1000,296.60699999989805,96,0.09500000000000007,296607.0,1001.0
