steps,episode,total_return,episode_len,episode_return,raw_return,total_upright,best_episode
133,1,-8.699999999999985,133,-8.699999999999985,-8.699999999999985,0.0,0.0
386,2,-17.099999999999973,253,-8.399999999999986,-17.099999999999973,0.0,0.0
987,3,-31.800000000000182,601,-14.699999999999964,-31.800000000000182,0.0,0.0
1679,4,-62.00000000000061,692,-30.20000000000016,-62.00000000000061,0.0,0.0
2222,5,-41.39999999999965,543,20.599999999999927,-41.39999999999965,49.0,20.599999999999927
2489,6,-66.39999999999984,267,-25.000000000000085,-66.39999999999984,49.0,20.599999999999927
2633,7,-80.59999999999903,144,-14.199999999999966,-80.59999999999903,49.0,20.599999999999927
2795,8,-96.19999999999814,162,-15.59999999999996,-96.19999999999814,49.0,20.599999999999927
2994,9,-115.69999999999703,199,-19.500000000000007,-115.69999999999703,49.0,20.599999999999927
3122,10,-128.29999999999632,128,-12.599999999999971,-128.29999999999632,49.0,20.599999999999927
3607,12,-173.09999999999377,263,-22.800000000000054,-173.09999999999377,49.0,20.599999999999927
4110,14,-221.09999999999104,360,-33.80000000000021,-221.09999999999104,49.0,20.599999999999927
4448,17,-245.59999999998965,146,-9.199999999999983,-245.59999999998965,49.0,20.599999999999927
5850,20,-322.7000000000042,204,-13.699999999999967,-322.7000000000042,49.0,20.599999999999927
8588,25,-503.5000000000453,288,-21.400000000000034,-503.5000000000453,49.0,20.599999999999927
10264,30,-596.4000000000664,180,-10.499999999999979,-596.4000000000664,49.0,20.599999999999927
14707,40,-793.2000000001157,1001,-42.40000000000039,-793.2000000001157,69.0,20.599999999999927
21740,50,-1256.499999999971,1001,-78.09999999999984,-1256.499999999971,132.0,20.599999999999927
29919,60,-1601.4999999995734,853,-21.300000000000033,-1601.4999999995734,224.0,26.299999999999905
32996,70,-1834.599999999346,1001,-72.20000000000016,-1834.599999999346,241.0,26.299999999999905
39861,80,-2056.3999999989214,356,-21.90000000000004,-2056.3999999989214,486.0,88.00000000000023
49400,90,-2217.099999998326,1001,-69.50000000000033,-2217.099999998326,980.0,89.80000000000047
57327,100,-2350.199999997913,738,4.399999999999922,-2350.199999997913,1301.0,89.80000000000047
75514,120,-2014.199999996756,500,12.100000000000012,-2014.199999996756,2909.0,255.6999999999984
92836,140,-1721.9999999957558,1001,-21.30000000000003,-1721.9999999957558,4301.0,255.6999999999984
117056,170,-205.99999999465413,96,-8.999999999999984,-205.99999999465413,7456.0,449.19999999999754
138147,200,2154.3000000059496,1001,-7.3000000000001,2154.3000000059496,11236.0,520.0999999999943
168329,250,1473.6000000075455,487,-32.100000000000186,1473.6000000075455,12310.0,520.0999999999943
205157,300,350.7000000078459,175,-8.699999999999985,350.7000000078459,12779.0,520.0999999999943
258073,400,-1355.299999991998,847,-9.000000000000005,-1355.299999991998,13122.0,520.0999999999943
308099,500,-1889.999999988935,501,-23.500000000000064,-1889.999999988935,15955.0,520.0999999999943
361385,600,-3158.499999985887,374,-20.700000000000024,-3158.499999985887,18038.0,520.0999999999943
423001,700,-5815.499999993262,554,-42.90000000000034,-5815.499999993262,18835.0,520.0999999999943
477077,800,-7820.000000002751,914,-57.300000000000544,-7820.000000002751,19439.0,520.0999999999943
530654,900,-9987.200000011686,1001,-21.600000000000037,-9987.200000011686,19728.0,520.0999999999943
590213,1000,-11639.700000018836,1001,-5.999999999999943,-11639.700000018836,20041.0,520.0999999999943
