steps,episode,total_return,episode_len,episode_return,total_regret
4,1,-2.0,4,-2.0,0.0
8,2,2.0,4,4.0,0.0
12,3,2.0,4,0.0,0.0
16,4,2.0,4,0.0,0.0
20,5,4.0,4,2.0,0.0
24,6,2.0,4,-2.0,2.0
28,7,6.0,4,4.0,2.0
32,8,8.0,4,2.0,2.0
36,9,8.0,4,0.0,4.0
40,10,10.0,4,2.0,4.0
48,12,12.0,4,0.0,6.0
56,14,14.0,4,0.0,6.0
68,17,16.0,4,2.0,10.0
80,20,12.0,4,-2.0,16.0
100,25,8.0,4,-2.0,24.0
120,30,8.0,4,2.0,28.0
160,40,2.0,4,0.0,38.0
200,50,2.0,4,-2.0,46.0
240,60,10.0,4,0.0,56.0
280,70,14.0,4,0.0,66.0
320,80,32.0,4,0.0,68.0
360,90,30.0,4,-2.0,82.0
400,100,22.0,4,2.0,92.0
480,120,30.0,4,0.0,114.0
560,140,32.0,4,0.0,126.0
680,170,44.0,4,0.0,154.0
800,200,38.0,4,0.0,182.0
1000,250,24.0,4,0.0,226.0
1200,300,20.0,4,0.0,284.0
1600,400,46.0,4,-4.0,376.0
2000,500,56.0,4,2.0,472.0
2400,600,60.0,4,2.0,550.0
2800,700,72.0,4,-2.0,640.0
3200,800,108.0,4,0.0,704.0
3600,900,114.0,4,0.0,778.0
4000,1000,168.0,4,4.0,838.0
4800,1200,260.0,4,0.0,954.0
5600,1400,374.0,4,2.0,1072.0
6800,1700,540.0,4,4.0,1208.0
8000,2000,726.0,4,-2.0,1356.0
10000,2500,1124.0,4,2.0,1516.0
12000,3000,1472.0,4,-2.0,1650.0
16000,4000,2350.0,4,0.0,1880.0
20000,5000,3122.0,4,-2.0,2044.0
24000,6000,3974.0,4,2.0,2192.0
28000,7000,4922.0,4,2.0,2314.0
32000,8000,5714.0,4,2.0,2444.0
36000,9000,6584.0,4,-2.0,2568.0
40000,10000,7508.0,4,2.0,2686.0
