steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
76,1,75.0,76,75.0,75.0,75.0
111,2,109.0,35,34.0,109.0,75.0
190,3,187.0,79,78.0,187.0,78.0
248,4,244.0,58,57.0,244.0,78.0
298,5,293.0,50,49.0,293.0,78.0
363,6,357.0,65,64.0,357.0,78.0
423,7,416.0,60,59.0,416.0,78.0
488,8,480.0,65,64.0,480.0,78.0
543,9,534.0,55,54.0,534.0,78.0
598,10,588.0,55,54.0,588.0,78.0
730,12,718.0,80,79.0,718.0,79.0
817,14,803.0,44,43.0,803.0,79.0
1139,17,1122.0,127,126.0,1122.0,129.0
1463,20,1443.0,61,60.0,1443.0,131.0
1899,25,1874.0,126,125.0,1874.0,131.0
2238,30,2208.0,52,51.0,2208.0,131.0
3079,40,3039.0,65,64.0,3039.0,131.0
4020,50,3970.0,60,59.0,3970.0,131.0
4958,60,4898.0,123,122.0,4898.0,131.0
5999,70,5929.0,56,55.0,5929.0,131.0
6985,80,6905.0,124,123.0,6905.0,131.0
8189,90,8099.0,125,124.0,8099.0,131.0
9244,100,9144.0,126,125.0,9144.0,131.0
11620,120,11500.0,58,57.0,11500.0,133.0
14012,140,13872.0,128,127.0,13872.0,133.0
16867,170,16697.0,127,126.0,16697.0,133.0
19214,200,19014.0,52,51.0,19014.0,133.0
23279,250,23029.0,48,47.0,23029.0,147.0
26543,300,26243.0,52,51.0,26243.0,147.0
39991,400,39591.0,122,121.0,39591.0,235.0
49318,500,48818.0,92,91.0,48818.0,235.0
66502,600,65902.0,212,211.0,65902.0,235.0
119689,700,119017.0,863,862.0,119017.0,1001.0
152413,800,151641.0,62,61.0,151641.0,1001.0
158813,900,157941.0,44,43.0,157941.0,1001.0
174433,1000,173461.0,284,283.0,173461.0,1001.0
