steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
70,1,69.0,70,69.0,69.0,69.0
103,2,101.0,33,32.0,101.0,69.0
182,3,179.0,79,78.0,179.0,78.0
225,4,221.0,43,42.0,221.0,78.0
335,5,330.0,110,109.0,330.0,109.0
400,6,394.0,65,64.0,394.0,109.0
456,7,449.0,56,55.0,449.0,109.0
516,8,508.0,60,59.0,508.0,109.0
565,9,556.0,49,48.0,556.0,109.0
630,10,620.0,65,64.0,620.0,109.0
780,12,768.0,66,65.0,768.0,109.0
932,14,918.0,80,79.0,918.0,109.0
1212,17,1195.0,80,79.0,1195.0,137.0
1428,20,1408.0,144,143.0,1408.0,143.0
2233,25,2208.0,157,156.0,2208.0,190.0
3031,30,3001.0,159,158.0,3001.0,190.0
4532,40,4492.0,147,146.0,4492.0,190.0
5999,50,5949.0,143,142.0,5949.0,190.0
7492,60,7432.0,150,149.0,7432.0,190.0
8986,70,8916.0,144,143.0,8916.0,190.0
10431,80,10351.0,140,139.0,10351.0,190.0
11713,90,11623.0,125,124.0,11623.0,190.0
12589,100,12489.0,76,75.0,12489.0,190.0
14351,120,14231.0,123,122.0,14231.0,190.0
16407,140,16267.0,124,123.0,16267.0,190.0
19708,170,19538.0,130,129.0,19538.0,190.0
22296,200,22096.0,51,50.0,22096.0,190.0
26864,250,26614.0,90,89.0,26614.0,190.0
31035,300,30735.0,53,52.0,30735.0,190.0
44798,400,44398.0,183,182.0,44398.0,236.0
61685,500,61185.0,182,181.0,61185.0,302.0
91976,600,91388.0,1001,1001.0,91388.0,1001.0
157265,700,156589.0,433,432.0,156589.0,1001.0
181630,800,180854.0,183,182.0,180854.0,1001.0
200229,900,199353.0,31,30.0,199353.0,1001.0
205218,1000,204242.0,75,74.0,204242.0,1001.0
