steps,episode,total_return,episode_len,episode_return,total_regret
1,1,-17.387235631598433,1,-17.387235631598433,0.0
2,2,-15.237032047377713,1,2.150203584220719,0.7
3,3,-16.979088116515616,1,-1.742056069137901,0.7999999999999999
4,4,-6.075047029984404,1,10.904041086531212,1.1999999999999997
5,5,-20.197418691742858,1,-14.122371661758454,1.6999999999999997
6,6,-27.47662083419602,1,-7.279202142453163,1.8999999999999997
7,7,-36.148889490982164,1,-8.672268656786143,2.8
8,8,-30.102758830760145,1,6.046130660222017,3.4
9,9,-43.173107607260796,1,-13.070348776500651,4.2
10,10,-53.25707352028671,1,-10.083965913025917,5.2
12,12,-71.00510420378478,1,-2.375745515196934,6.4
14,14,-73.76848041405222,1,2.022143549695784,7.4
17,17,-78.18549919338903,1,-0.8289131193421764,8.6
20,20,-69.58783238649892,1,1.0807878419891415,9.7
25,25,-73.24077716777998,1,-1.4863679868500985,13.3
30,30,-86.9175320044736,1,-12.844572477212296,14.6
40,40,-53.31236131886227,1,-2.641811765271265,19.0
50,50,-77.24689579635498,1,-4.752521635203849,23.5
60,60,-92.95218923737978,1,12.124412465430707,28.2
70,70,-77.51644446244929,1,6.684171249628273,33.0
80,80,-57.782381470671396,1,2.616095322250829,37.00000000000001
90,90,-51.84534054159211,1,1.6435770396815603,41.60000000000001
100,100,-51.536160499479244,1,-5.294295572868628,45.10000000000001
120,120,-65.094843028069,1,6.087279201600591,52.40000000000002
140,140,-95.93334744434624,1,-4.717458714233199,59.400000000000034
170,170,-98.82241314148088,1,-1.8981988334402984,73.50000000000001
200,200,-32.91180714890936,1,-2.873871179199692,87.59999999999997
250,250,-88.15989872932383,1,-5.5262316825877145,114.09999999999987
300,300,-39.60050538403169,1,-14.019732525956934,139.49999999999991
400,400,123.00546836587195,1,-5.59502965582315,192.70000000000076
500,500,125.4020933142709,1,1.7323186832104542,250.10000000000173
600,600,149.08924418127185,1,-22.78903455533654,322.6000000000016
700,700,412.82860531982544,1,14.2717645759159,398.5000000000017
800,800,445.83314056946494,1,2.1541073681204876,472.7000000000014
900,900,486.8785551727898,1,-21.797134741487284,532.0000000000002
1000,1000,467.58033044152535,1,6.69156841317303,581.6999999999977
1200,1200,672.3250510856565,1,3.076590286210047,652.2999999999972
1400,1400,730.4847410246103,1,9.259524414578962,733.1999999999953
1700,1700,925.4244747917943,1,28.70903314932074,889.9999999999873
2000,2000,1382.4924485478716,1,8.218098962009202,1014.3999999999811
2500,2500,1570.3857853986747,1,5.190504172946545,1261.8000000000059
3000,3000,1948.447530718081,1,-1.5109124791301156,1531.9000000000176
4000,4000,2524.3264064151995,1,-12.618716407758257,1841.4000000000547
5000,5000,3179.769281988109,1,4.669226096727412,2239.400000000028
6000,6000,3794.440995660483,1,-0.7050947582190694,2611.399999999942
7000,7000,4468.6803434788735,1,2.193814929369859,2972.900000000075
8000,8000,5421.380760221666,1,18.63891605510139,3266.2999999999697
9000,9000,6637.311476947823,1,-8.915417865964663,3535.6999999998948
10000,10000,7841.949108145892,1,7.738567171205333,3701.699999999804
