steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
67,1,66.0,67,66.0,66.0,66.0
102,2,100.0,35,34.0,100.0,66.0
167,3,164.0,65,64.0,164.0,66.0
210,4,206.0,43,42.0,206.0,66.0
273,5,268.0,63,62.0,268.0,66.0
330,6,324.0,57,56.0,324.0,66.0
415,7,408.0,85,84.0,408.0,84.0
464,8,456.0,49,48.0,456.0,84.0
511,9,502.0,47,46.0,502.0,84.0
558,10,548.0,47,46.0,548.0,84.0
714,12,702.0,85,84.0,702.0,84.0
823,14,809.0,57,56.0,809.0,84.0
986,17,969.0,53,52.0,969.0,84.0
1169,20,1149.0,71,70.0,1149.0,84.0
2011,25,1986.0,144,143.0,1986.0,190.0
2341,30,2311.0,51,50.0,2311.0,190.0
2977,40,2937.0,46,45.0,2937.0,190.0
3672,50,3622.0,72,71.0,3622.0,190.0
4375,60,4315.0,124,123.0,4315.0,190.0
5445,70,5375.0,44,43.0,5375.0,190.0
6249,80,6169.0,127,126.0,6169.0,190.0
7119,90,7029.0,135,134.0,7029.0,190.0
7984,100,7884.0,63,62.0,7884.0,190.0
10261,120,10141.0,134,133.0,10141.0,190.0
12990,140,12850.0,134,133.0,12850.0,190.0
16277,170,16107.0,122,121.0,16107.0,190.0
18806,200,18606.0,137,136.0,18606.0,190.0
23856,250,23606.0,59,58.0,23606.0,190.0
28355,300,28055.0,75,74.0,28055.0,219.0
44427,400,44027.0,169,168.0,44027.0,219.0
69175,500,68683.0,1001,1001.0,68683.0,1001.0
123693,600,123119.0,365,364.0,123119.0,1001.0
144775,700,144101.0,30,29.0,144101.0,1001.0
154852,800,154078.0,30,29.0,154078.0,1001.0
175599,900,174725.0,241,240.0,174725.0,1001.0
185428,1000,184454.0,165,164.0,184454.0,1001.0
