steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
66,1,0.06500000000000004,66,0.06500000000000004,65.0,65.0
104,2,0.10200000000000008,38,0.037000000000000026,102.0,65.0
177,3,0.17400000000000013,73,0.07200000000000005,174.0,72.0
235,4,0.23100000000000018,58,0.057000000000000044,231.0,72.0
312,5,0.3070000000000002,77,0.07600000000000005,307.0,76.0
350,6,0.34400000000000025,38,0.037000000000000026,344.0,76.0
431,7,0.4240000000000003,81,0.08000000000000006,424.0,80.0
487,8,0.47900000000000037,56,0.05500000000000004,479.0,80.0
547,9,0.5380000000000004,60,0.059000000000000045,538.0,80.0
588,10,0.5780000000000004,41,0.04000000000000003,578.0,80.0
808,12,0.7960000000000006,105,0.10400000000000008,796.0,114.0
1049,14,1.0349999999999968,127,0.12600000000000008,1035.0,126.0
1382,17,1.3649999999999605,44,0.04300000000000003,1365.0,158.0
1619,20,1.5989999999999347,130,0.1290000000000001,1599.0,158.0
2049,25,2.023999999999888,125,0.1240000000000001,2024.0,158.0
2561,30,2.5309999999998323,140,0.1390000000000001,2531.0,158.0
3791,40,3.750999999999698,131,0.1300000000000001,3751.0,158.0
5111,50,5.061000000000025,135,0.1340000000000001,5061.0,158.0
6483,60,6.42300000000048,147,0.1460000000000001,6423.0,158.0
7880,70,7.810000000000943,143,0.1420000000000001,7810.0,158.0
9219,80,9.139000000000374,112,0.11100000000000008,9139.0,159.0
10507,90,10.416999999999666,130,0.1290000000000001,10417.0,175.0
12070,100,11.969999999998805,152,0.1510000000000001,11970.0,200.0
15014,120,14.893999999997185,163,0.16200000000000012,14894.0,235.0
17944,140,17.803999999998776,172,0.17100000000000012,17804.0,235.0
23736,170,23.56600000000582,248,0.2470000000000002,23566.0,399.0
28463,200,28.26300000001156,180,0.17900000000000013,28263.0,399.0
37174,250,36.924000000004646,228,0.22700000000000017,36924.0,399.0
45639,300,45.338999999985035,327,0.32600000000000023,45339.0,399.0
93505,400,93.11500000008056,773,0.7720000000000006,93115.0,1001.0
127566,500,127.07900000024273,363,0.36200000000000027,127079.0,1001.0
155087,600,154.50100000037366,243,0.2420000000000002,154501.0,1001.0
185456,700,184.7730000005182,79,0.07800000000000006,184773.0,1001.0
219204,800,218.4240000006789,228,0.22700000000000017,218424.0,1001.0
247409,900,246.5300000008131,241,0.24000000000000019,246530.0,1001.0
286447,1000,285.47300000016133,158,0.1570000000000001,285473.0,1001.0
