steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
67,1,66.0,67,66.0,66.0,66.0
104,2,102.0,37,36.0,102.0,66.0
181,3,178.0,77,76.0,178.0,76.0
218,4,214.0,37,36.0,214.0,76.0
297,5,292.0,79,78.0,292.0,78.0
364,6,358.0,67,66.0,358.0,78.0
421,7,414.0,57,56.0,414.0,78.0
477,8,469.0,56,55.0,469.0,78.0
522,9,513.0,45,44.0,513.0,78.0
569,10,559.0,47,46.0,559.0,78.0
686,12,674.0,59,58.0,674.0,78.0
811,14,797.0,59,58.0,797.0,78.0
991,17,974.0,67,66.0,974.0,78.0
1185,20,1165.0,88,87.0,1165.0,87.0
1586,25,1561.0,126,125.0,1561.0,143.0
1998,30,1968.0,133,132.0,1968.0,143.0
2774,40,2734.0,137,136.0,2734.0,143.0
3966,50,3916.0,142,141.0,3916.0,143.0
5158,60,5098.0,113,112.0,5098.0,143.0
6337,70,6267.0,105,104.0,6267.0,143.0
7247,80,7167.0,69,68.0,7167.0,143.0
8331,90,8241.0,51,50.0,8241.0,143.0
9291,100,9191.0,79,78.0,9191.0,143.0
11291,120,11171.0,125,124.0,11171.0,143.0
12994,140,12854.0,123,122.0,12854.0,143.0
15848,170,15678.0,57,56.0,15678.0,143.0
19499,200,19299.0,114,113.0,19299.0,143.0
24057,250,23807.0,127,126.0,23807.0,143.0
29092,300,28792.0,98,97.0,28792.0,199.0
41731,400,41331.0,145,144.0,41331.0,199.0
56876,500,56376.0,150,149.0,56376.0,199.0
71323,600,70725.0,44,43.0,70725.0,1001.0
84456,700,83758.0,208,207.0,83758.0,1001.0
114206,800,113412.0,1001,1001.0,113412.0,1001.0
184270,900,183404.0,432,431.0,183404.0,1001.0
217571,1000,216605.0,248,247.0,216605.0,1001.0
