steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
67,1,66.0,67,66.0,66.0,66.0
101,2,99.0,34,33.0,99.0,66.0
152,3,149.0,51,50.0,149.0,66.0
204,4,200.0,52,51.0,200.0,66.0
256,5,251.0,52,51.0,251.0,66.0
305,6,299.0,49,48.0,299.0,66.0
353,7,346.0,48,47.0,346.0,66.0
410,8,402.0,57,56.0,402.0,66.0
470,9,461.0,60,59.0,461.0,66.0
523,10,513.0,53,52.0,513.0,66.0
624,12,612.0,56,55.0,612.0,66.0
760,14,746.0,66,65.0,746.0,69.0
909,17,892.0,44,43.0,892.0,69.0
1318,20,1298.0,173,172.0,1298.0,172.0
2027,25,2002.0,132,131.0,2002.0,172.0
2619,30,2589.0,127,126.0,2589.0,172.0
3908,40,3868.0,129,128.0,3868.0,172.0
5174,50,5124.0,130,129.0,5124.0,172.0
6483,60,6423.0,133,132.0,6423.0,172.0
7799,70,7729.0,139,138.0,7729.0,172.0
9154,80,9074.0,140,139.0,9074.0,172.0
10547,90,10457.0,138,137.0,10457.0,172.0
11936,100,11836.0,136,135.0,11836.0,172.0
14768,120,14648.0,144,143.0,14648.0,172.0
16580,140,16440.0,43,42.0,16440.0,172.0
19029,170,18859.0,135,134.0,18859.0,172.0
22260,200,22060.0,151,150.0,22060.0,172.0
27472,250,27222.0,46,45.0,27222.0,172.0
33241,300,32941.0,151,150.0,32941.0,308.0
46426,400,46026.0,158,157.0,46026.0,610.0
73942,500,73450.0,263,262.0,73450.0,1001.0
118602,600,118023.0,387,386.0,118023.0,1001.0
142366,700,141687.0,34,33.0,141687.0,1001.0
152383,800,151604.0,109,108.0,151604.0,1001.0
162096,900,161217.0,94,93.0,161217.0,1001.0
170295,1000,169316.0,78,77.0,169316.0,1001.0
