steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
66,1,65.0,66,65.0,65.0,65.0
103,2,101.0,37,36.0,101.0,65.0
180,3,177.0,77,76.0,177.0,76.0
217,4,213.0,37,36.0,213.0,76.0
249,5,244.0,32,31.0,244.0,76.0
296,6,290.0,47,46.0,290.0,76.0
425,7,418.0,129,128.0,418.0,128.0
474,8,466.0,49,48.0,466.0,128.0
534,9,525.0,60,59.0,525.0,128.0
590,10,580.0,56,55.0,580.0,128.0
702,12,690.0,62,61.0,690.0,128.0
823,14,809.0,54,53.0,809.0,128.0
988,17,971.0,50,49.0,971.0,128.0
1127,20,1107.0,49,48.0,1107.0,128.0
1469,25,1444.0,128,127.0,1444.0,128.0
1671,30,1641.0,39,38.0,1641.0,128.0
2105,40,2065.0,45,44.0,2065.0,128.0
2571,50,2521.0,46,45.0,2521.0,128.0
3039,60,2979.0,39,38.0,2979.0,128.0
3760,70,3690.0,127,126.0,3690.0,145.0
5067,80,4987.0,139,138.0,4987.0,216.0
6457,90,6367.0,134,133.0,6367.0,216.0
7843,100,7743.0,135,134.0,7743.0,216.0
10688,120,10568.0,153,152.0,10568.0,216.0
13677,140,13537.0,146,145.0,13537.0,216.0
18155,170,17985.0,149,148.0,17985.0,216.0
22683,200,22483.0,151,150.0,22483.0,216.0
29619,250,29369.0,159,158.0,29369.0,252.0
42428,300,42130.0,312,311.0,42130.0,1001.0
92235,400,91838.0,263,262.0,91838.0,1001.0
113122,500,112625.0,206,205.0,112625.0,1001.0
133670,600,133073.0,141,140.0,133073.0,1001.0
147941,700,147244.0,91,90.0,147244.0,1001.0
170074,800,169277.0,556,555.0,169277.0,1001.0
184190,900,183293.0,569,568.0,183293.0,1001.0
221397,1000,220400.0,861,860.0,220400.0,1001.0
