steps,episode,total_return,episode_len,episode_return,total_regret
1,1,0.8,1,0.8,0.19999999999999996
2,2,0.8,1,0.0,1.2
3,3,0.9,1,0.1,2.1
4,4,1.2000000000000002,1,0.30000000000000004,2.8
5,5,1.4000000000000001,1,0.2,3.5999999999999996
6,6,2.4000000000000004,1,1.0,3.5999999999999996
7,7,2.8000000000000003,1,0.4,4.199999999999999
8,8,3.3000000000000003,1,0.5,4.699999999999999
9,9,4.0,1,0.7000000000000001,4.999999999999999
10,10,4.9,1,0.9,5.099999999999999
12,12,5.9,1,0.6000000000000001,6.099999999999998
14,14,7.6000000000000005,1,0.9,6.399999999999998
17,17,8.0,1,0.30000000000000004,8.999999999999996
20,20,9.5,1,1.0,10.499999999999996
25,25,12.6,1,0.6000000000000001,12.399999999999997
30,30,13.9,1,0.30000000000000004,16.099999999999998
40,40,18.000000000000004,1,0.5,21.999999999999996
50,50,22.800000000000004,1,0.2,27.199999999999996
60,60,26.600000000000005,1,0.8,33.39999999999999
70,70,31.700000000000006,1,0.30000000000000004,38.3
80,80,35.5,1,0.0,44.5
90,90,40.6,1,0.0,49.4
100,100,44.8,1,0.0,55.2
120,120,58.999999999999986,1,1.0,61.000000000000014
140,140,72.89999999999999,1,0.5,67.10000000000001
170,170,94.90000000000003,1,0.30000000000000004,75.09999999999997
200,200,114.80000000000004,1,0.30000000000000004,85.19999999999996
250,250,147.3000000000001,1,1.0,102.69999999999993
300,300,178.40000000000012,1,0.8,121.59999999999991
400,400,243.20000000000027,1,0.7000000000000001,156.79999999999976
500,500,309.9000000000001,1,0.5,190.09999999999968
600,600,376.69999999999993,1,0.6000000000000001,223.2999999999996
700,700,445.8999999999997,1,0.6000000000000001,254.09999999999948
800,800,516.2999999999995,1,0.4,283.6999999999996
900,900,586.799999999999,1,0.30000000000000004,313.1999999999998
1000,1000,659.1999999999986,1,0.30000000000000004,340.8
1200,1200,804.0999999999975,1,1.0,395.9000000000006
1400,1400,950.2999999999965,1,0.6000000000000001,449.7000000000012
1700,1700,1177.0999999999983,1,1.0,522.9000000000021
2000,2000,1406.600000000002,1,0.9,593.4000000000037
2500,2500,1796.3000000000077,1,1.0,703.7000000000063
3000,3000,2195.0000000000155,1,0.7000000000000001,805.0000000000091
4000,4000,3018.10000000004,1,1.0,981.9000000000152
5000,5000,3867.9000000000656,1,1.0,1132.1000000000058
6000,6000,4720.900000000034,1,0.9,1279.0999999999926
7000,7000,5576.19999999998,1,1.0,1423.799999999979
8000,8000,6462.499999999929,1,0.30000000000000004,1537.4999999999663
9000,9000,7329.199999999877,1,0.0,1670.7999999999533
10000,10000,8212.499999999824,1,0.9,1787.4999999999402
