steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
65,1,53.92301444730105,65,53.92301444730105,64.0,64.0
101,2,86.97955373696321,36,33.05653928966211,99.0,64.0
194,3,186.6671977971522,93,99.68764406018909,191.0,92.0
230,4,224.59064975677657,36,37.92345195962436,226.0,92.0
284,5,277.31624249081443,54,52.725592734037924,279.0,92.0
333,6,334.08442384739874,49,56.76818135658425,327.0,92.0
415,7,415.1931133980751,82,81.10868955067653,408.0,92.0
478,8,472.47742349922896,63,57.28431010115405,470.0,92.0
549,9,561.5857430043959,71,89.10831950516689,540.0,92.0
592,10,613.0213869468528,43,51.435643942457,582.0,92.0
707,12,716.7643199224441,72,65.51470013675211,695.0,92.0
909,14,919.9299814286701,127,123.49229513508779,895.0,126.0
1106,17,1120.3939574500785,31,14.524685084406311,1089.0,126.0
1347,20,1344.4832277505946,110,91.73653264162793,1327.0,126.0
1590,25,1594.1301640824418,42,46.634817026231964,1565.0,126.0
1820,30,1837.0114881787313,39,36.93603164430245,1790.0,126.0
2355,40,2350.0328133524145,65,56.75170562307403,2315.0,126.0
2977,50,2917.577812149868,52,50.83009274750027,2927.0,126.0
3577,60,3506.656392570057,68,70.22252587155056,3517.0,126.0
4363,70,4296.111960239412,132,133.8287877243483,4293.0,131.0
5408,80,5341.782092403046,139,147.3417884581862,5328.0,138.0
6555,90,6480.337519471827,142,146.0953333393109,6465.0,141.0
7963,100,7912.683137564948,143,143.26427619242662,7863.0,150.0
10858,120,10781.902102455884,152,166.73705578019892,10738.0,151.0
13592,140,13567.408317530108,136,128.7031917352694,13452.0,162.0
16445,170,16332.882005839201,140,132.02188587264112,16275.0,162.0
18603,200,18416.793064347952,50,51.11002242690013,18403.0,162.0
24889,250,24613.371488803055,161,146.8787896126178,24639.0,228.0
33796,300,33443.209880732014,261,230.13627859644683,33497.0,1001.0
82916,400,82450.06889649319,367,329.38026153808636,82519.0,1001.0
106946,500,106446.72362868892,266,273.95571002831366,106449.0,1001.0
126260,600,125546.92142754247,149,131.77440914370203,125663.0,1001.0
139254,700,138324.21151033105,104,89.7293018144349,138557.0,1001.0
151768,800,150566.66439079097,36,25.35076443654305,150971.0,1001.0
179782,900,178434.65093621527,311,322.7448486445738,178885.0,1001.0
223414,1000,222130.11044546036,158,158.6325067855418,222429.0,1001.0
