steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
64,1,63.0,64,63.0,63.0,63.0
100,2,98.0,36,35.0,98.0,63.0
173,3,170.0,73,72.0,170.0,72.0
208,4,204.0,35,34.0,204.0,72.0
288,5,283.0,80,79.0,283.0,79.0
340,6,334.0,52,51.0,334.0,79.0
405,7,398.0,65,64.0,398.0,79.0
458,8,450.0,53,52.0,450.0,79.0
523,9,514.0,65,64.0,514.0,79.0
568,10,558.0,45,44.0,558.0,79.0
667,12,655.0,49,48.0,655.0,79.0
756,14,742.0,47,46.0,742.0,79.0
897,17,880.0,49,48.0,880.0,79.0
1031,20,1011.0,48,47.0,1011.0,79.0
1551,25,1526.0,146,145.0,1526.0,145.0
2142,30,2112.0,77,76.0,2112.0,145.0
3388,40,3348.0,124,123.0,3348.0,145.0
4681,50,4631.0,131,130.0,4631.0,145.0
5965,60,5905.0,125,124.0,5905.0,145.0
7261,70,7191.0,129,128.0,7191.0,145.0
8561,80,8481.0,130,129.0,8481.0,145.0
9867,90,9777.0,130,129.0,9777.0,145.0
11181,100,11081.0,132,131.0,11081.0,145.0
13837,120,13717.0,137,136.0,13717.0,145.0
16560,140,16420.0,139,138.0,16420.0,145.0
20694,170,20524.0,138,137.0,20524.0,145.0
24814,200,24614.0,136,135.0,24614.0,145.0
31660,250,31410.0,129,128.0,31410.0,148.0
37877,300,37578.0,40,39.0,37578.0,1001.0
49745,400,49346.0,79,78.0,49346.0,1001.0
72166,500,71669.0,222,221.0,71669.0,1001.0
133575,600,133000.0,574,573.0,133000.0,1001.0
172918,700,172243.0,301,300.0,172243.0,1001.0
190457,800,189682.0,165,164.0,189682.0,1001.0
200461,900,199586.0,121,120.0,199586.0,1001.0
214386,1000,213411.0,114,113.0,213411.0,1001.0
