steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
72,1,71.0,72,71.0,71.0,71.0
108,2,106.0,36,35.0,106.0,71.0
183,3,180.0,75,74.0,180.0,74.0
248,4,244.0,65,64.0,244.0,74.0
310,5,305.0,62,61.0,305.0,74.0
369,6,363.0,59,58.0,363.0,74.0
444,7,437.0,75,74.0,437.0,74.0
499,8,491.0,55,54.0,491.0,74.0
559,9,550.0,60,59.0,550.0,74.0
612,10,602.0,53,52.0,602.0,74.0
811,12,799.0,125,124.0,799.0,124.0
928,14,914.0,53,52.0,914.0,124.0
1081,17,1064.0,56,55.0,1064.0,124.0
1394,20,1374.0,149,148.0,1374.0,148.0
1758,25,1733.0,58,57.0,1733.0,148.0
2011,30,1981.0,52,51.0,1981.0,148.0
2472,40,2432.0,45,44.0,2432.0,148.0
2980,50,2930.0,67,66.0,2930.0,148.0
3644,60,3584.0,84,83.0,3584.0,148.0
4219,70,4149.0,65,64.0,4149.0,148.0
4950,80,4870.0,69,68.0,4870.0,148.0
5709,90,5619.0,70,69.0,5619.0,148.0
6529,100,6429.0,83,82.0,6429.0,148.0
9067,120,8947.0,136,135.0,8947.0,148.0
11925,140,11785.0,148,147.0,11785.0,153.0
16008,170,15838.0,123,122.0,15838.0,153.0
19748,200,19548.0,130,129.0,19548.0,153.0
25900,250,25650.0,118,117.0,25650.0,153.0
31164,300,30864.0,162,161.0,30864.0,161.0
38355,400,37955.0,53,52.0,37955.0,191.0
56369,500,55871.0,171,170.0,55871.0,1001.0
112980,600,112407.0,292,291.0,112407.0,1001.0
134410,700,133737.0,57,56.0,133737.0,1001.0
148384,800,147611.0,136,135.0,147611.0,1001.0
161970,900,161097.0,121,120.0,161097.0,1001.0
208794,1000,207831.0,152,151.0,207831.0,1001.0
