steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
67,1,57.453696540579955,67,57.453696540579955,66.0,66.0
101,2,101.36307082775852,34,43.90937428717856,99.0,66.0
132,3,55.89094067518614,31,-45.4721301525724,129.0,66.0
166,4,149.54679385699603,34,93.65585318180992,162.0,66.0
196,5,151.41078739204465,30,1.8639935350487082,191.0,66.0
236,6,253.74296979191814,40,102.33218239987347,230.0,66.0
285,7,290.48460702191915,49,36.741637230001004,278.0,66.0
316,8,284.00173160313517,31,-6.4828754187840065,308.0,66.0
348,9,237.41479618929566,32,-46.58693541383965,339.0,66.0
387,10,274.55094663487574,39,37.13615044558016,377.0,66.0
494,12,387.10430967019647,59,5.197770017737859,482.0,66.0
569,14,377.7714091822273,33,23.555081893789826,555.0,66.0
711,17,519.9584740267784,51,24.720142267461384,694.0,66.0
827,20,662.4065618839202,47,-9.33167910668174,807.0,66.0
1096,25,1125.4779794647975,33,12.24711273134893,1071.0,120.0
1441,30,1514.886013625749,125,316.8326832703398,1411.0,124.0
2237,40,2347.200117862775,48,-39.602054558490956,2197.0,151.0
2741,50,3124.3698023388724,38,75.88978051620077,2691.0,151.0
3643,60,4395.579569214534,62,84.21513027471241,3583.0,210.0
4559,70,5736.905861270209,114,240.25864890090273,4489.0,210.0
5786,80,7237.593153284286,136,155.23833311046175,5706.0,210.0
7251,90,8328.950966446448,151,193.84978711179792,7161.0,210.0
8704,100,9556.18615350015,147,114.31863361093943,8604.0,210.0
11683,120,12346.570503757774,152,104.80052724262863,11563.0,210.0
14593,140,14880.451060618845,143,52.598408483426454,14453.0,210.0
18826,170,18431.44084570391,138,118.23183389666792,18656.0,210.0
23621,200,23175.25850134197,255,346.1607916587966,23421.0,254.0
33931,250,33089.94631383204,87,146.2576907381125,33681.0,631.0
42554,300,40669.831253627366,190,-138.2857343303321,42254.0,631.0
89359,400,90888.09549518584,263,329.37221267194997,88973.0,1001.0
111571,500,114875.3441054639,161,98.31587649233519,111085.0,1001.0
121775,600,124894.49492746008,87,190.91960584871794,121189.0,1001.0
130148,700,132371.1984896325,76,180.5647124530362,129462.0,1001.0
138319,800,140593.5681890136,95,9.916328461486675,137533.0,1001.0
147706,900,150997.81146749516,102,-13.035908551779805,146820.0,1001.0
158155,1000,161809.74591690797,100,1.0276927380454843,157169.0,1001.0
