steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
24,1,-0.005416666666666667,24,-0.005416666666666667,1,0
48,2,-0.010416666666666663,24,-0.005,2,0
72,3,-0.01583333333333332,24,-0.005416666666666667,3,0
96,4,-0.021249999999999977,24,-0.005416666666666667,4,0
120,5,-0.0270833333333333,24,-0.005833333333333334,5,0
144,6,-0.033749999999999974,24,-0.006666666666666667,6,0
168,7,-0.040000000000000015,24,-0.00625,7,0
192,8,-0.04458333333333338,24,-0.004583333333333333,8,0
216,9,-0.05083333333333342,24,-0.00625,9,0
240,10,-0.05500000000000011,24,-0.004166666666666667,10,0
288,12,-0.06541666666666679,24,-0.004583333333333333,12,0
336,14,-0.07541666666666669,24,-0.005,14,0
408,17,-0.08999999999999987,24,-0.005,17,0
480,20,-0.10166666666666642,24,-0.0033333333333333335,20,0
600,25,-0.11833333333333292,24,-0.002916666666666667,25,0
720,30,-0.41472414795074974,24,-0.0033333333333333335,30,0
960,40,-1.0471074167269612,24,-0.004166666666666667,40,0
1200,50,-1.090857416726968,24,-0.0033333333333333335,49,0
1440,60,-0.5514204874806108,24,-0.004166666666666667,59,0
1680,70,-1.7566100044009274,24,-0.005,69,0
1920,80,-1.802443337734268,24,-0.004583333333333333,79,0
2160,90,-2.9942137666798105,24,-0.005833333333333334,89,0
2400,100,-3.042963766679818,24,-0.005,99,0
2880,120,-3.142547100013167,24,-0.004583333333333333,119,0
3360,140,-3.2354637666798483,24,-0.004583333333333333,139,0
4080,170,-3.364630433346535,24,-0.0037500000000000003,167,0
4800,200,-3.4879637666798877,24,-0.0037500000000000003,197,0
6000,250,-3.689630433346586,24,-0.0037500000000000003,247,0
7200,300,-3.9012971000132857,24,-0.005,296,0
9600,400,-4.354213766679646,24,-0.004583333333333333,396,0
12000,500,-8.338396528695984,24,-0.005,495,0
14400,600,-9.245347803303462,24,-0.004583333333333333,590,0
16800,700,-9.072921230215764,24,-0.0037500000000000003,686,0
19200,800,-9.549587896881997,24,-0.005,783,0
21600,900,-10.263614127217648,24,-0.0033333333333333335,879,0
24000,1000,-11.3464134576758,24,-0.002916666666666667,978,0
28800,1200,-10.73647437350534,24,-0.0033333333333333335,1175,0
33600,1400,-17.454743418262602,24,-0.0033333333333333335,1373,0
40800,1700,-19.361624400608335,24,-0.005,1665,0
48000,2000,-22.360487810737485,24,-0.006666666666666667,1959,0
60000,2500,-35.36877194495535,24,-0.004166666666666667,2449,0
72000,3000,-38.05854568588817,24,-0.0037500000000000003,2937,0
96000,4000,-48.040881369211064,24,-0.004583333333333333,3900,0
120000,5000,-61.51357166268356,24,-0.004166666666666667,4877,0
144000,6000,-75.64323163288132,24,-0.005,5829,0
168000,7000,-87.22089806195461,24,-0.005833333333333334,6804,0
192000,8000,-90.23973454947259,24,-0.00625,7782,0
216000,9000,-101.41812333066835,24,-0.005833333333333334,8760,0
240000,10000,-115.30997768182225,24,-0.005,9735,0
