steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
48,1,-0.005208333333333331,48,-0.005208333333333331,1,0
96,2,-0.010208333333333323,48,-0.004999999999999998,2,0
144,3,-0.016249999999999983,48,-0.006041666666666663,3,0
192,4,-0.02145833333333335,48,-0.005208333333333331,4,0
240,5,-0.02687500000000005,48,-0.005416666666666664,5,0
288,6,-0.032500000000000064,48,-0.005624999999999997,6,0
336,7,-0.03687500000000002,48,-0.0043749999999999995,7,0
384,8,-0.04166666666666664,48,-0.004791666666666665,8,0
432,9,-0.04604166666666659,48,-0.0043749999999999995,9,0
480,10,-0.051666666666666534,48,-0.005624999999999997,10,0
576,12,-0.06354166666666644,48,-0.00583333333333333,12,0
672,14,-0.0720833333333333,48,-0.003958333333333334,14,0
816,17,-0.08708333333333365,48,-0.006041666666666663,17,0
960,20,-0.09729166666666722,48,-0.0025,20,0
1200,25,-0.1152083333333343,48,-0.004999999999999998,25,0
1440,30,-0.13187500000000135,48,-0.003125,30,0
1920,40,-1.0561505239730842,48,-0.9009421906397488,40,0
2400,50,-1.4170463405555063,48,-0.003958333333333334,49,0
2880,60,-1.4662130072221806,48,-0.0043749999999999995,58,0
3360,70,-1.506838007222187,48,-0.004791666666666665,68,0
3840,80,-1.5607963405555287,48,-0.006041666666666663,78,0
4320,90,-1.615588007222204,48,-0.006041666666666663,87,0
4800,100,-1.666838007222212,48,-0.0045833333333333325,97,0
5760,120,-1.7641296738888939,48,-0.006249999999999996,116,0
6720,140,-1.857046340555575,48,-0.0045833333333333325,135,0
8160,170,-1.9753796738889269,48,-0.003958333333333334,165,0
9600,200,-2.1045463405555025,48,-0.003958333333333334,195,0
12000,250,-2.3235046738886367,48,-0.0027083333333333334,245,0
14400,300,0.4687620174183428,48,-0.006249999999999996,294,0
19200,400,-6.239985396780776,48,-0.3779152941774503,392,0
24000,500,-12.743071255536403,48,-0.005208333333333331,489,0
28800,600,-13.268279588869259,48,-0.004791666666666665,587,0
33600,700,-14.044842128734192,48,-0.004166666666666667,685,0
38400,800,-14.290920502127989,48,-0.003958333333333334,784,0
43200,900,-15.180854095614272,48,-0.00583333333333333,883,0
48000,1000,-12.440190264604261,48,-0.004999999999999998,979,0
57600,1200,-21.93151502315419,48,-0.005208333333333331,1173,0
67200,1400,-25.339017722895775,48,-0.005208333333333331,1369,0
81600,1700,-27.139447933723854,48,-0.003958333333333334,1663,0
96000,2000,-33.45375954800507,48,-1.7066144151115434,1956,0
120000,2500,-40.70325022963655,48,-0.004791666666666665,2440,0
144000,3000,-40.019150782975224,48,0.0893406135994018,2926,0
192000,4000,-54.413053410021476,48,-0.0045833333333333325,3899,0
240000,5000,-66.25280433191452,48,-0.005416666666666664,4880,0
