steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
20,1,-0.005500000000000001,20,-0.005500000000000001,1,0
40,2,-0.011000000000000006,20,-0.005500000000000001,2,0
60,3,-0.01700000000000001,20,-0.006000000000000002,3,0
80,4,-0.022500000000000017,20,-0.005500000000000001,4,0
100,5,-0.02700000000000002,20,-0.0045000000000000005,5,0
120,6,-0.030000000000000023,20,-0.003,6,0
140,7,0.18084192839176202,20,0.21084192839176205,7,0
160,8,-1.1936700789325956,20,-1.3745120073243577,8,0
180,9,-3.4697061184969415,20,-2.276036039564347,9,0
200,10,-3.474706118496943,20,-0.005000000000000001,10,0
240,12,-3.5321035020733453,20,-0.006500000000000002,12,0
280,14,-3.5411035020733483,20,-0.004,14,0
340,17,-4.0959728418031345,20,-0.005500000000000001,17,0
400,20,-4.110472841803126,20,-0.004,20,0
500,25,-4.907669191860542,20,-0.7781963500574278,25,0
600,30,-4.931169191860529,20,-0.0035,30,0
800,40,-4.9841691918605,20,-0.005500000000000001,40,0
1000,50,-4.983310374714111,20,-0.004,50,0
1200,60,-5.035810374714082,20,-0.0045000000000000005,59,0
1400,70,-5.087810374714053,20,-0.0045000000000000005,69,0
1600,80,-5.138810374714025,20,-0.006000000000000002,78,0
1800,90,-5.193810374713994,20,-0.006000000000000002,87,0
2000,100,-5.245810374713965,20,-0.005000000000000001,95,0
2400,120,-5.3393103747139135,20,-0.005000000000000001,113,0
2800,140,-5.836106837329828,20,-0.006000000000000002,131,0
3400,170,-5.986606837329744,20,-0.0045000000000000005,161,0
4000,200,-6.149606837329654,20,-0.006500000000000002,190,0
5000,250,-6.312389938647199,20,-0.0035,238,0
6000,300,-6.608366608729143,20,-0.006000000000000002,286,0
8000,400,-6.215569789806676,20,-0.004,379,0
10000,500,-12.466157120744395,20,-0.005000000000000001,471,0
12000,600,-12.95365712074499,20,-0.006000000000000002,565,0
14000,700,-1.7022343207576678,20,0.7305474922901638,660,0
16000,800,-18.550114019047875,20,-0.6188506472677798,744,0
18000,900,-21.710072249012544,20,-0.005500000000000001,840,0
20000,1000,-22.259572249011264,20,-0.005500000000000001,932,0
24000,1200,-22.07218603068452,20,-0.004,1115,0
28000,1400,-18.745599134954205,20,-0.3663060419068215,1297,0
34000,1700,-6.730020179050311,20,0.22220269635854392,1563,0
40000,2000,-9.423215519244867,20,-0.7944636386139937,1818,0
50000,2500,-12.109746859576465,20,0.17460992252036658,2272,0
60000,3000,-26.030072450235355,20,-0.0045000000000000005,2743,0
80000,4000,-34.923924601631086,20,-0.0045000000000000005,3675,0
100000,5000,-36.56025561261092,20,-0.005000000000000001,4611,0
120000,6000,-48.34059801494919,20,-0.0035,5572,0
140000,7000,-57.70188661007741,20,-0.0045000000000000005,6494,0
160000,8000,-43.77784948446705,20,1.329482703702962,7407,0
180000,9000,-63.98929112476811,20,1.0676461441929876,8315,0
200000,10000,-83.91144623592288,20,-0.004,9190,0
