steps,episode,total_return,episode_len,episode_return,total_regret
5,1,3.0,5,3.0,2.0
10,2,0.0,5,-3.0,4.0
15,3,-1.0,5,-1.0,6.0
20,4,-2.0,5,-1.0,8.0
25,5,1.0,5,3.0,8.0
30,6,-2.0,5,-3.0,10.0
35,7,1.0,5,3.0,10.0
40,8,4.0,5,3.0,12.0
45,9,7.0,5,3.0,12.0
50,10,4.0,5,-3.0,14.0
60,12,8.0,5,1.0,16.0
70,14,6.0,5,-1.0,20.0
85,17,7.0,5,1.0,22.0
100,20,8.0,5,1.0,24.0
125,25,3.0,5,-1.0,32.0
150,30,18.0,5,5.0,36.0
200,40,36.0,5,-1.0,40.0
250,50,42.0,5,5.0,46.0
300,60,52.0,5,3.0,48.0
350,70,56.0,5,-1.0,56.0
400,80,66.0,5,-1.0,62.0
450,90,64.0,5,-1.0,70.0
500,100,72.0,5,1.0,78.0
600,120,66.0,5,1.0,92.0
700,140,62.0,5,-3.0,112.0
850,170,62.0,5,-1.0,138.0
1000,200,54.0,5,-1.0,170.0
1250,250,44.0,5,3.0,216.0
1500,300,38.0,5,-3.0,268.0
2000,400,44.0,5,3.0,342.0
2500,500,22.0,5,-1.0,432.0
3000,600,62.0,5,1.0,502.0
3500,700,134.0,5,1.0,556.0
4000,800,172.0,5,-1.0,634.0
4500,900,192.0,5,-1.0,714.0
5000,1000,230.0,5,1.0,768.0
6000,1200,348.0,5,1.0,862.0
7000,1400,504.0,5,-1.0,956.0
8500,1700,662.0,5,3.0,1090.0
10000,2000,894.0,5,1.0,1204.0
12500,2500,1234.0,5,1.0,1316.0
15000,3000,1546.0,5,3.0,1458.0
20000,4000,2390.0,5,3.0,1624.0
25000,5000,3258.0,5,1.0,1840.0
30000,6000,3978.0,5,3.0,2010.0
35000,7000,4828.0,5,-1.0,2144.0
40000,8000,5688.0,5,-3.0,2316.0
45000,9000,6620.0,5,-1.0,2442.0
50000,10000,7386.0,5,1.0,2658.0
