steps,episode,total_return,episode_len,episode_return,total_regret
20,1,4.0,20,4.0,2.0
40,2,8.0,20,4.0,2.0
60,3,8.0,20,0.0,4.0
80,4,8.0,20,0.0,6.0
100,5,6.0,20,-2.0,6.0
120,6,4.0,20,-2.0,6.0
140,7,2.0,20,-2.0,8.0
160,8,6.0,20,4.0,8.0
180,9,2.0,20,-4.0,8.0
200,10,4.0,20,2.0,8.0
240,12,0.0,20,-2.0,10.0
280,14,-2.0,20,2.0,14.0
340,17,-2.0,20,0.0,16.0
400,20,-4.0,20,2.0,20.0
500,25,-20.0,20,0.0,26.0
600,30,-28.0,20,-4.0,30.0
800,40,-28.0,20,-2.0,46.0
1000,50,-50.0,20,-4.0,56.0
1200,60,-52.0,20,-4.0,64.0
1400,70,-60.0,20,-12.0,70.0
1600,80,-80.0,20,4.0,78.0
1800,90,-60.0,20,4.0,86.0
2000,100,-58.0,20,-2.0,98.0
2400,120,-88.0,20,8.0,126.0
2800,140,-64.0,20,-8.0,144.0
3400,170,-62.0,20,-8.0,174.0
4000,200,-76.0,20,2.0,196.0
5000,250,-100.0,20,0.0,240.0
6000,300,-112.0,20,2.0,268.0
8000,400,-100.0,20,4.0,344.0
10000,500,-120.0,20,6.0,416.0
12000,600,-62.0,20,2.0,468.0
14000,700,-6.0,20,4.0,518.0
16000,800,48.0,20,2.0,560.0
18000,900,50.0,20,-8.0,616.0
20000,1000,100.0,20,6.0,656.0
24000,1200,154.0,20,-6.0,752.0
28000,1400,240.0,20,-2.0,870.0
34000,1700,404.0,20,2.0,1002.0
40000,2000,534.0,20,2.0,1112.0
50000,2500,778.0,20,-4.0,1282.0
60000,3000,1244.0,20,-4.0,1518.0
80000,4000,1772.0,20,-6.0,1892.0
100000,5000,2118.0,20,8.0,2360.0
120000,6000,2882.0,20,-2.0,2720.0
140000,7000,3586.0,20,-4.0,3122.0
