steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
16,1,-0.005625,16,-0.005625,1,0
32,2,-0.010625,16,-0.005,2,0
48,3,-0.015625000000000003,16,-0.005,3,0
64,4,-0.02125000000000001,16,-0.005625,4,0
80,5,-0.025000000000000012,16,-0.0037500000000000003,5,0
96,6,-0.028750000000000015,16,-0.0037500000000000003,6,0
112,7,-0.033750000000000016,16,-0.005,7,0
128,8,-0.03875000000000002,16,-0.005,8,0
144,9,-0.045000000000000026,16,-0.0062499999999999995,9,0
160,10,-0.05062500000000003,16,-0.005625,10,0
192,12,-0.06000000000000004,16,-0.0037500000000000003,12,0
224,14,-0.07125000000000005,16,-0.0062499999999999995,14,0
272,17,-0.08625000000000006,16,-0.005,17,0
320,20,-0.10312500000000008,16,-0.005625,19,0
400,25,-1.279268961822713,16,-0.0037500000000000003,24,0
480,30,-0.33113442929907444,16,-0.006874999999999999,29,0
640,40,1.775625317329892,16,0.542644555544771,39,0
800,50,3.9776258490298337,16,-0.6607610173638993,47,0
960,60,7.677946920371927,16,0.2512884952323081,56,0
1120,70,13.017180630711497,16,2.095610999135046,66,0
1280,80,12.304107958116361,16,-0.1692897394576474,75,0
1440,90,7.42272543077398,16,-1.7892100792004983,85,0
1600,100,2.019265626677047,16,-1.9215017142253776,95,0
1920,120,3.745254872948489,16,0.31371154420650765,115,0
2240,140,0.8058044355213394,16,-0.0037500000000000003,134,0
2720,170,-0.3164325960338047,16,0.03604852205500724,162,0
3200,200,-7.082458421575778,16,-0.004375,191,0
4000,250,-10.080227338223136,16,-1.990323269716839,241,0
4800,300,-9.490685974519595,16,-0.0037500000000000003,288,0
6400,400,1.3712336220573182,16,0.8430589981854849,386,0
8000,500,-0.15139670031903085,16,0.4401535198523016,482,0
9600,600,15.33300399379794,16,-0.6152005089704717,577,0
11200,700,10.701999744159453,16,-0.4953147624413015,672,0
12800,800,6.470854504461622,16,-1.3509844324534526,766,0
14400,900,5.896519346711709,16,-1.4271090594675802,863,0
16000,1000,-2.4405285707368636,16,0.9762041313957676,953,0
19200,1200,-9.515884581299328,16,-0.005625,1142,0
22400,1400,-13.270309529982207,16,-0.0062499999999999995,1329,0
27200,1700,-14.05902837567259,16,-0.0062499999999999995,1620,0
32000,2000,-21.83178692799961,16,0.32761633064417967,1909,0
40000,2500,-29.827008568385565,16,-0.005625,2381,0
48000,3000,-32.72431910896867,16,-0.0025,2845,0
64000,4000,-37.18272520155292,16,-0.004375,3791,0
80000,5000,-21.52150164354628,16,0.9056431571698105,4750,0
96000,6000,-49.84525761977132,16,-0.004375,5720,0
112000,7000,-61.083674965799304,16,-0.005,6660,0
128000,8000,-68.81992602409238,16,-0.0062499999999999995,7592,0
144000,9000,-80.00041096656236,16,0.3211556874400851,8549,0
160000,10000,-90.51365518116441,16,-0.005625,9516,0
