steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
38,1,-0.0028947368421052624,38,-0.0028947368421052624,1,0
76,2,-0.007894736842105258,38,-0.0049999999999999975,2,0
114,3,-0.012631578947368412,38,-0.004736842105263156,3,0
152,4,-0.3236245479178614,38,-0.31099296897049294,4,0
190,5,-0.329677179496809,38,-0.006052631578947365,5,0
228,6,-0.33467717949680925,38,-0.0049999999999999975,6,0
266,7,-0.34151928475996746,38,-0.006842105263157891,7,0
304,8,-0.3470456005494414,38,-0.005526315789473681,8,0
342,9,-1.6060807782122735,38,-1.259035177662832,9,0
380,10,-1.4528468209089815,38,0.15323395730329098,10,0
456,12,-2.8616295724483285,38,-0.005789473684210523,11,0
532,14,-2.8697874671851675,38,-0.003684210526315788,13,0
646,17,-2.8832085198167414,38,-0.004473684210526314,16,0
760,20,-2.8953137829746316,38,-0.004210526315789472,19,0
950,25,-2.9168927303430445,38,-0.004473684210526314,24,0
1140,30,-2.9468927303430332,38,-0.006315789473684207,29,0
1520,40,-3.006629572448274,38,-0.006052631578947365,39,0
1900,50,-3.057682204027202,38,-0.004473684210526314,49,0
2280,60,-3.1084716777113934,38,-0.005526315789473681,59,0
2660,70,-1.9181833216365336,38,-0.0023684210526315787,69,0
3040,80,-4.478058335940606,38,-0.00394736842105263,79,0
3420,90,-6.468679969534589,38,-0.0049999999999999975,89,0
3800,100,-5.375746049650054,38,-0.005526315789473681,99,0
4560,120,-5.482851312807909,38,-0.006315789473684207,119,0
5320,140,-5.5883776285973426,38,-0.004736842105263156,139,0
6460,170,-5.747588154913072,38,-0.004473684210526314,168,0
7600,200,-6.6194794802833155,38,-0.004210526315789472,198,0
9500,250,-6.885005796072689,38,-0.004736842105263156,247,0
11400,300,-7.131847901335754,38,-0.0049999999999999975,296,0
15200,400,-7.789622127688294,38,-0.004473684210526314,392,0
19000,500,-7.8995608484089646,38,-0.0049999999999999975,489,0
22800,600,-14.648427787930512,38,-0.005263157894736839,586,0
26600,700,-15.145533051089897,38,-0.005526315789473681,681,0
30400,800,-15.700006735302086,38,-0.006315789473684207,779,0
34200,900,-13.641454539857007,38,-0.6650151521685539,879,0
38000,1000,-19.721012112723216,38,-0.006315789473684207,977,0
45600,1200,-15.313909628354478,38,-0.003684210526315788,1172,0
53200,1400,-22.719459278839235,38,-0.006842105263157891,1365,0
64600,1700,-26.296226528783716,38,-0.0049999999999999975,1653,0
76000,2000,-27.997460825025264,38,-0.005789473684210523,1947,0
95000,2500,-44.6757213653566,38,-0.005789473684210523,2428,0
114000,3000,-51.631914236216694,38,-0.004210526315789472,2919,0
152000,4000,-61.79183605698767,38,-0.0049999999999999975,3889,0
190000,5000,-73.06966635516119,38,-0.004210526315789472,4842,0
228000,6000,-80.12865345374725,38,-0.005789473684210523,5807,0
266000,7000,-111.3685859283925,38,-0.006315789473684207,6760,0
304000,8000,-121.95990015991616,38,-0.004736842105263156,7715,0
342000,9000,-125.62810081499629,38,-0.005526315789473681,8684,0
380000,10000,-112.4257856788162,38,-0.5940482404687135,9641,0
