steps,episode,total_return,episode_len,episode_return,total_regret
60,1,-4.0,60,-4.0,2.0
120,2,10.0,60,14.0,4.0
180,3,2.0,60,-8.0,6.0
240,4,6.0,60,4.0,6.0
300,5,18.0,60,12.0,6.0
360,6,22.0,60,4.0,6.0
420,7,10.0,60,-12.0,6.0
480,8,8.0,60,-2.0,6.0
540,9,6.0,60,-2.0,8.0
600,10,8.0,60,2.0,10.0
720,12,-4.0,60,-12.0,12.0
840,14,2.0,60,8.0,12.0
1020,17,24.0,60,-6.0,16.0
1200,20,48.0,60,4.0,20.0
1500,25,56.0,60,4.0,26.0
1800,30,74.0,60,-4.0,28.0
2400,40,72.0,60,2.0,34.0
3000,50,100.0,60,4.0,46.0
3600,60,178.0,60,8.0,54.0
4200,70,182.0,60,-8.0,64.0
4800,80,204.0,60,-6.0,74.0
5400,90,184.0,60,-2.0,84.0
6000,100,216.0,60,12.0,96.0
7200,120,236.0,60,-8.0,114.0
8400,140,280.0,60,2.0,138.0
10200,170,248.0,60,-4.0,164.0
12000,200,282.0,60,12.0,200.0
15000,250,250.0,60,-4.0,242.0
18000,300,244.0,60,-14.0,284.0
24000,400,234.0,60,-2.0,374.0
30000,500,24.0,60,-12.0,464.0
36000,600,-138.0,60,-14.0,570.0
42000,700,-102.0,60,-2.0,668.0
48000,800,-86.0,60,-4.0,770.0
54000,900,-30.0,60,10.0,864.0
60000,1000,-176.0,60,8.0,962.0
72000,1200,-416.0,60,2.0,1146.0
84000,1400,-544.0,60,-14.0,1320.0
102000,1700,-208.0,60,10.0,1600.0
120000,2000,-82.0,60,0.0,1878.0
150000,2500,-138.0,60,2.0,2338.0
180000,3000,-128.0,60,4.0,2834.0
240000,4000,-414.0,60,10.0,3768.0
300000,5000,-478.0,60,-4.0,4682.0
360000,6000,-650.0,60,0.0,5586.0
420000,7000,-740.0,60,-6.0,6560.0
480000,8000,-432.0,60,0.0,7486.0
540000,9000,-106.0,60,2.0,8432.0
600000,10000,414.0,60,8.0,9264.0
