steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
62,1,61.0,62,61.0,61.0,61.0
99,2,97.0,37,36.0,97.0,61.0
179,3,176.0,80,79.0,176.0,79.0
226,4,222.0,47,46.0,222.0,79.0
309,5,304.0,83,82.0,304.0,82.0
359,6,353.0,50,49.0,353.0,82.0
422,7,415.0,63,62.0,415.0,82.0
465,8,457.0,43,42.0,457.0,82.0
504,9,495.0,39,38.0,495.0,82.0
555,10,545.0,51,50.0,545.0,82.0
674,12,662.0,47,46.0,662.0,82.0
763,14,749.0,38,37.0,749.0,82.0
928,17,911.0,70,69.0,911.0,82.0
1254,20,1234.0,69,68.0,1234.0,202.0
1784,25,1759.0,136,135.0,1759.0,202.0
2133,30,2103.0,58,57.0,2103.0,202.0
3110,40,3070.0,124,123.0,3070.0,202.0
4132,50,4082.0,125,124.0,4082.0,202.0
5405,60,5345.0,124,123.0,5345.0,202.0
6528,70,6458.0,132,131.0,6458.0,202.0
7756,80,7676.0,126,125.0,7676.0,202.0
9061,90,8971.0,131,130.0,8971.0,202.0
10401,100,10301.0,134,133.0,10301.0,202.0
13080,120,12960.0,84,83.0,12960.0,202.0
14225,140,14085.0,50,49.0,14085.0,202.0
16357,170,16187.0,127,126.0,16187.0,202.0
20015,200,19815.0,132,131.0,19815.0,202.0
27345,250,27095.0,138,137.0,27095.0,207.0
34593,300,34293.0,144,143.0,34293.0,207.0
50632,400,50232.0,177,176.0,50232.0,207.0
79427,500,78927.0,503,502.0,78927.0,942.0
134362,600,133769.0,732,731.0,133769.0,1001.0
180795,700,180102.0,259,258.0,180102.0,1001.0
204806,800,204013.0,184,183.0,204013.0,1001.0
244189,900,243302.0,364,363.0,243302.0,1001.0
265545,1000,264564.0,221,220.0,264564.0,1001.0
