steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
28,1,-0.003928571428571429,28,-0.003928571428571429,1,0
56,2,-0.00928571428571429,28,-0.005357142857142857,2,0
84,3,-0.013214285714285727,28,-0.003928571428571429,3,0
112,4,-0.016785714285714307,28,-0.0035714285714285713,4,0
140,5,-0.022142857142857176,28,-0.005357142857142857,5,0
168,6,-0.02678571428571433,28,-0.004642857142857143,6,0
196,7,-0.18600300239891507,28,-0.15921728811320074,7,0
224,8,-0.18957443097034368,28,-0.0035714285714285713,8,0
252,9,-2.1501098304495367,28,-1.9605353994791932,9,0
280,10,-2.1529669733066785,28,-0.002857142857142857,10,0
336,12,-2.161181259020961,28,-0.003928571428571429,12,0
392,14,-2.7994407623287136,28,-0.0035714285714285713,14,0
476,17,-2.8112264766144235,28,-0.0035714285714285713,17,0
560,20,-2.8240836194715615,28,-0.0035714285714285713,20,0
700,25,-2.8462264766144103,28,-0.003928571428571429,25,0
840,30,-2.868369333757259,28,-0.005,30,0
1120,40,-4.521865616724176,28,-0.005,40,0
1400,50,-4.237696605182833,28,-0.004642857142857143,50,0
1680,60,-4.286625176611447,28,-0.005357142857142857,60,0
1960,70,-4.332696605182916,28,-0.005,69,0
2240,80,-4.378768033754384,28,-0.005714285714285714,79,0
2520,90,-4.423768033754423,28,-0.002857142857142857,89,0
2800,100,-4.468768033754462,28,-0.0035714285714285713,99,0
3360,120,-4.5509108908973905,28,-0.005714285714285714,119,0
3920,140,-4.650553748040334,28,-0.0067857142857142855,139,0
4760,170,-4.801982319469037,28,-0.005714285714285714,169,0
5600,200,-4.943053748040588,28,-0.005,199,0
7000,250,-4.908277279653746,28,-0.005,247,0
8400,300,-5.136848708225373,28,-0.005357142857142857,296,0
11200,400,-8.550820940735353,28,-0.003928571428571429,394,0
14000,500,-8.598794364925203,28,-0.0067857142857142855,490,0
16800,600,-9.097324462024787,28,-0.0064285714285714285,585,0
19600,700,-8.326311785157849,28,-1.5993210096631045,682,0
22400,800,-12.02914598058132,28,-0.006071428571428571,779,0
25200,900,-14.628737386962635,28,-0.005,878,0
28000,1000,-15.483775449872974,28,-0.005357142857142857,975,0
33600,1200,-17.301067622381296,28,-0.004285714285714286,1169,0
39200,1400,-14.329441888212827,28,-0.10905412895108754,1364,0
47600,1700,-24.476179970877528,28,-0.005,1645,0
56000,2000,-26.927296130296575,28,-0.005714285714285714,1926,0
70000,2500,-29.20193140656745,28,-0.005,2397,0
84000,3000,-32.884532178347705,28,-0.002857142857142857,2884,0
112000,4000,-49.85598241589875,28,-0.005,3846,0
140000,5000,-64.60040855684422,28,-0.005357142857142857,4812,0
168000,6000,-75.86995712588156,28,-0.0035714285714285713,5747,0
196000,7000,-78.03934220429076,28,-0.005357142857142857,6701,0
224000,8000,-90.81699018766008,28,-0.005,7656,0
252000,9000,-94.83072819170859,28,-0.38067552036549435,8593,0
280000,10000,-128.4082218716305,28,-0.004285714285714286,9554,0
