steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
40,1,2.2992654785869755,40,2.2992654785869755,1,0
80,2,2.2942654785869783,40,-0.005000000000000003,2,0
120,3,2.289265478586981,40,-0.005000000000000003,3,0
160,4,2.284265478586984,40,-0.005000000000000003,4,0
200,5,2.2795154785869864,40,-0.0047500000000000025,5,0
240,6,2.2722654785869905,40,-0.007250000000000005,6,0
280,7,2.2672654785869932,40,-0.005000000000000003,7,0
320,8,1.57049182103509,40,-0.6967736575519059,8,0
360,9,1.4874946813764138,40,-0.08299713965867471,9,0
400,10,-0.10380726584110667,40,-1.5913019472175192,10,0
480,12,-0.5575749181758393,40,0.7056575428018818,12,0
560,14,-0.5678249181758381,40,-0.005250000000000003,14,0
680,17,-0.5818249181758366,40,-0.005000000000000003,17,0
800,20,-2.885463327004346,40,-0.005000000000000003,20,0
1000,25,-2.092238298344952,40,-0.006500000000000004,25,0
1200,30,-2.1147382983449394,40,-0.005000000000000003,30,0
1600,40,-1.9654590004125292,40,-0.004500000000000002,40,0
2000,50,-2.0164590004125316,40,-0.005000000000000003,49,0
2400,60,-2.064459000412505,40,-0.0047500000000000025,59,0
2800,70,-2.1122090004124785,40,-0.004000000000000002,69,0
3200,80,-2.1612090004124513,40,-0.005000000000000003,79,0
3600,90,-2.214459000412422,40,-0.005250000000000003,89,0
4000,100,-2.266709000412393,40,-0.0047500000000000025,99,0
4800,120,-2.3614590004123404,40,-0.0047500000000000025,119,0
5600,140,-3.6740526857415676,40,-0.004000000000000002,139,0
6800,170,-3.8148026857414896,40,-0.0047500000000000025,167,0
8000,200,0.09892451061833238,40,-0.005250000000000003,196,0
10000,250,3.3890551013794044,40,-0.4256101920621265,243,0
12000,300,-2.0238244257152442,40,0.781591042429556,290,0
16000,400,1.8920475847127474,40,2.016342144687929,385,0
20000,500,0.5259519624546511,40,-1.4734674917687725,481,0
24000,600,-4.861008695065606,40,-1.1439186782850055,575,0
28000,700,4.412129058312939,40,-1.6362055831155822,669,0
32000,800,-10.485727381373705,40,-0.005000000000000003,766,0
36000,900,-3.328055354645668,40,0.60490222969154,864,0
40000,1000,-7.980493166751822,40,-0.004500000000000002,962,0
48000,1200,-6.758056290762136,40,-0.006000000000000004,1159,0
56000,1400,-8.698886801163201,40,-0.005500000000000003,1351,0
68000,1700,-12.551996886140413,40,-0.004250000000000002,1646,0
80000,2000,-13.97433867876575,40,-0.005750000000000003,1933,0
100000,2500,-13.900959775584766,40,-1.0376188298106315,2416,0
120000,3000,-28.542257918023598,40,-0.004000000000000002,2893,0
160000,4000,-36.30338809071713,40,0.2748434024426424,3844,0
200000,5000,-20.80032835168563,40,-0.8238603174725561,4809,0
240000,6000,-31.608596218179617,40,-0.005250000000000003,5779,0
280000,7000,14.256340719092526,40,0.866737841898775,6734,0
320000,8000,11.758973648822092,40,-0.0047500000000000025,7684,0
360000,9000,-5.454476233649597,40,-0.005750000000000003,8643,0
400000,10000,-15.565932090335325,40,-0.0047500000000000025,9582,0
