steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
32,1,-0.004062499999999999,32,-0.004062499999999999,1,0
64,2,-0.008437500000000002,32,-0.0043749999999999995,2,0
96,3,-0.013437500000000007,32,-0.005,3,0
128,4,-0.01968750000000001,32,-0.006250000000000001,4,0
160,5,-0.025000000000000015,32,-0.0053125,5,0
192,6,-0.03093750000000002,32,-0.005937500000000001,6,0
224,7,-0.035625000000000025,32,-0.0046875,7,0
256,8,-0.04187500000000003,32,-0.006250000000000001,8,0
288,9,-0.046562500000000034,32,-0.0046875,9,0
320,10,-0.14003070664822417,32,-0.09346820664822414,10,0
384,12,-0.14971820664822397,32,-0.005625000000000001,12,0
448,14,-0.16034320664822374,32,-0.005937500000000001,14,0
544,17,0.1016536508940945,32,-0.0046875,17,0
640,20,1.5494741180827527,32,0.6252219754207612,20,0
800,25,3.166783468173942,32,-0.005937500000000001,25,0
960,30,1.0709252598200665,32,0.2601687519295748,30,0
1280,40,-1.5634199054366857,32,-0.5883507461862295,40,0
1600,50,-5.3416089087338126,32,-0.006250000000000001,50,0
1920,60,-4.0400027789714965,32,-0.0046875,60,0
2240,70,-2.8610400645972622,32,-0.0065625000000000015,70,0
2560,80,1.5988935941013587,32,0.23860831916604444,80,0
2880,90,1.3508817990663173,32,-0.8240076847336071,90,0
3200,100,-0.7736749939732468,32,-0.005625000000000001,100,0
3840,120,-1.0142932785024024,32,-0.7066423606325499,120,0
4480,140,-3.8017486312622353,32,-0.0037499999999999994,139,0
5440,170,5.2554610450850925,32,0.23053081341098433,169,0
6400,200,2.714715501215605,32,0.3338709212775239,198,0
8000,250,3.9195431887504166,32,-0.06049180329466773,247,0
9600,300,-2.5948372218359825,32,0.7275610086925063,296,0
12800,400,-7.761588452623121,32,-0.8804288244940276,395,0
16000,500,-15.156417153309922,32,-0.0046875,492,0
19200,600,-13.079283612168885,32,-0.006250000000000001,592,0
22400,700,-16.908393744208443,32,-0.0053125,684,0
25600,800,-17.18379487241077,32,-0.0037499999999999994,782,0
28800,900,-27.48630702875147,32,-0.0037499999999999994,876,0
32000,1000,-26.79424369885811,32,-0.005,974,0
38400,1200,-33.053240308046185,32,-0.0046875,1172,0
44800,1400,-33.23704467050376,32,-0.005,1371,0
54400,1700,-41.20470045823471,32,-0.006250000000000001,1667,0
64000,2000,-46.947479244661395,32,-0.005937500000000001,1963,0
80000,2500,-50.69921474021738,32,-0.006250000000000001,2449,0
96000,3000,-55.46071908232849,32,-0.005,2930,0
128000,4000,-48.724828968014826,32,-0.0043749999999999995,3917,0
160000,5000,-68.70764770617686,32,-0.005,4882,0
192000,6000,-80.83604922475564,32,-0.005937500000000001,5866,0
224000,7000,-84.13179095350105,32,0.43050770516166975,6842,0
256000,8000,-79.3838007461769,32,-0.005,7823,0
288000,9000,-95.25871758838142,32,-0.006250000000000001,8798,0
320000,10000,-101.16745741978633,32,-0.0034374999999999996,9773,0
