steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
30,1,-0.004666666666666667,30,-0.004666666666666667,1,0
60,2,-0.70296958071968,30,-0.6983029140530134,2,0
90,3,-0.7063029140530129,30,-0.003333333333333334,3,0
120,4,-0.7109695807196791,30,-0.004666666666666667,4,0
150,5,-0.7156362473863452,30,-0.004666666666666667,4,0
180,6,-0.7196362473863448,30,-0.004000000000000001,5,0
210,7,-0.7253029140530108,30,-0.005666666666666666,6,0
240,8,-0.7313029140530102,30,-0.005999999999999999,7,0
270,9,-0.7353029140530097,30,-0.004000000000000001,8,0
300,10,-0.7396362473863426,30,-0.004333333333333334,9,0
360,12,-0.7499695807196748,30,-0.004333333333333334,11,0
420,14,-0.7586362473863405,30,-0.004333333333333334,13,0
510,17,-0.7703029140530059,30,-0.004000000000000001,16,0
600,20,-0.7819695807196713,30,-0.0030000000000000005,19,0
750,25,-0.8013029140530025,30,-0.004333333333333334,24,0
900,30,-0.8329695807196656,30,-0.005999999999999999,28,0
1200,40,0.09184036919138239,30,-0.005666666666666666,37,0
1500,50,-0.6873700933777367,30,-1.6830859771857416,47,0
1800,60,2.6791906863127504,30,0.7527906172470501,57,0
2100,70,5.195759889953996,30,-0.678721897093963,67,0
2400,80,3.431682955930458,30,0.48308101872274145,77,0
2700,90,7.8582986006574345,30,0.09725812477229186,87,0
3000,100,2.219099464772112,30,-0.8356654192253913,97,0
3600,120,-0.3318974562202988,30,-0.005666666666666666,117,0
4200,140,-0.4392307895536382,30,-0.005333333333333333,136,0
5100,170,-0.5812307895536327,30,-0.004666666666666667,166,0
6000,200,-4.00964520511922,30,-0.004666666666666667,196,0
7500,250,-4.262311871786196,30,-0.004333333333333334,241,0
9000,300,-5.949511456160338,30,-1.5339631248897918,289,0
12000,400,-8.327585207569046,30,-0.17973838738572462,384,0
15000,500,-9.718120917814183,30,-0.004666666666666667,480,0
18000,600,-12.3425121168959,30,-1.7440594840374781,574,0
21000,700,-11.50245558207053,30,-0.005,670,0
24000,800,-10.46225282019937,30,-0.0073333333333333315,770,0
27000,900,-25.50144861742089,30,1.412940107796661,867,0
30000,1000,-26.109216404901318,30,-0.004666666666666667,964,0
36000,1200,-27.361601388503864,30,-0.004000000000000001,1160,0
42000,1400,-28.745874763765233,30,-0.005999999999999999,1356,0
51000,1700,-30.493208097100702,30,-0.004000000000000001,1630,0
60000,2000,-32.51478915261374,30,-0.004666666666666667,1922,0
75000,2500,-40.81444585445845,30,-0.004333333333333334,2405,0
90000,3000,-44.31108430002039,30,-0.6542689233489578,2877,0
120000,4000,-17.140794031751003,30,-0.8873878836148665,3845,0
150000,5000,-47.95487878799281,30,-0.0073333333333333315,4810,0
180000,6000,-56.134038547629636,30,-0.004666666666666667,5774,0
210000,7000,-68.46721769804913,30,-0.0036666666666666675,6745,0
240000,8000,-68.28316217956481,30,1.1224801554876578,7705,0
270000,9000,-100.98889096959836,30,-0.004333333333333334,8673,0
300000,10000,-108.48438043591408,30,-0.005666666666666666,9632,0
