steps,episode,total_return,episode_len,episode_return,raw_return,total_upright,best_episode
115,1,-7.099999999999991,115,-7.099999999999991,-7.099999999999991,0.0,0.0
1116,2,-21.300000000000033,1001,-14.199999999999966,-21.300000000000033,0.0,0.0
